lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10
1150000822,0.030408587,0.06992334,0.009409427,0.09121726,0.014928321,0.07149913,0.3471548,0.013715472,0.11510249,0.23664121
1150001092,0.0044460115,0.008752337,0.104027785,0.08033504,0.30280438,0.055498485,0.07287073,0.038746633,0.001809475,0.3307091
1150002502,0.023318175,0.015717957,0.0124254525,0.1228637,0.02174668,0.04535635,0.06615324,0.29512456,0.025367396,0.37192646
1150002592,0.074806914,0.050594155,0.009078224,0.050754894,0.24163742,0.06942736,0.14932641,0.27879822,0.05293393,0.022642413
1150003802,0.31631434,0.049912024,0.16463454,0.039949067,0.03662224,0.045466207,0.010727556,0.28321004,0.04911488,0.0040490683
1150004092,0.0026630645,0.053886373,0.05860219,0.013421471,0.0022684012,0.10058699,0.34781224,0.3270279,0.08158203,0.012149342
1150005262,0.09392747,0.15551506,0.14084339,0.036682706,0.07375072,0.2882499,0.01974775,0.05927357,0.040536404,0.0914731
1150005972,0.3202899,0.046890944,0.04874679,0.038115587,0.010623447,0.17877923,0.07795046,0.059918903,0.10108392,0.1176008
1150007303,0.02742732,0.10076947,0.090480804,0.11648961,0.038358662,0.056575447,0.18248539,0.2518902,0.07085721,0.064665824
1150007432,0.1283626,0.1282665,0.105213575,0.0949298,0.13236403,0.13118635,0.15288144,0.036219265,0.05484548,0.035731014
1150008142,0.06303079,0.04662177,0.15152663,0.098210685,0.022015871,0.050399877,0.024421468,0.04642448,0.08054762,0.4168006
1160000282,0.11923885,0.06702296,0.11737585,0.061113648,0.029685358,0.16138434,0.07626628,0.22690254,0.096230045,0.04478018
1170006442,0.06870525,0.06196304,0.06616229,0.050912652,0.051990524,0.047107957,0.032728378,0.246185,0.2648117,0.10943331
1170013163,0.050567243,0.053908683,0.0367755,0.11143026,0.08679908,0.06691936,0.17632928,0.016896712,0.092819475,0.3075543
1170013972,0.19183128,0.029590948,0.06117569,0.19338162,0.05659559,0.080057524,0.071510516,0.010915599,0.099915765,0.20502543
1170014783,0.03689035,0.056465358,0.10149629,0.11577368,0.04653138,0.20979863,0.04324377,0.01947883,0.04730338,0.3230184
1220005463,0.14365762,0.1082639,0.07181591,0.124176815,0.05004005,0.14294632,0.08023502,0.06846742,0.07617657,0.1342204
1220013612,0.20759057,0.104400516,0.14863631,0.052605443,0.067067444,0.07086746,0.22716732,0.012018354,0.05462755,0.055019
1220053053,0.1441693,0.059989348,0.09549226,0.1741043,0.054830544,0.07846303,0.074355684,0.19027069,0.053889588,0.07443527
1220056833,0.07059567,0.09479542,0.0648641,0.06573995,0.12450519,0.09791879,0.10401503,0.1390579,0.064462006,0.17404595
1220056903,0.13954052,0.09620206,0.11694505,0.07402078,0.059011877,0.11915921,0.106677875,0.054855097,0.13663496,0.09695259
1230003032,0.12160079,0.023371689,0.17927185,0.017176516,0.018680124,0.26035345,0.21025415,0.04941897,0.07545216,0.04442035
1230009732,0.2613097,0.0639657,0.011422653,0.17990324,0.07768541,0.14246827,0.022457398,0.013957919,0.103567936,0.12326173
1240009142,0.039905958,0.0714649,0.08426233,0.018041562,0.04975009,0.20456342,0.0079441015,0.0286589,0.40703717,0.088371515
1240018052,0.048641324,0.031419627,0.024125993,0.052193277,0.15834233,0.2185953,0.2790782,0.10138039,0.052654784,0.033568762
1240019053,0.048396587,0.10857427,0.042538594,0.030528752,0.10766369,0.08556317,0.23556562,0.01859623,0.24694732,0.07562578
1250034252,0.01976543,0.032131314,0.15764861,0.18246557,0.03402616,0.13056181,0.06290117,0.24971016,0.040957753,0.08983213
1250051122,0.025913585,0.12311079,0.042657122,0.37668642,0.05314441,0.056964457,0.09677164,0.071433164,0.066830054,0.086488366
1250064892,0.011532889,0.04871911,0.066931166,0.13090192,0.038886037,0.127513,0.04398303,0.0328433,0.47419366,0.02449589
1270003322,0.012870326,0.016956652,0.16013569,0.055461895,0.19048706,0.14038637,0.19096857,0.0036341667,0.054132327,0.17496693
1270024123,0.026982209,0.30726483,0.040383365,0.092844285,0.088812925,0.042601064,0.122228354,0.014933533,0.047270704,0.21667877
1270028303,0.3197639,0.04603737,0.03354834,0.09976428,0.04747577,0.1402753,0.085287556,0.039109293,0.12945735,0.05928079
1270040752,0.041630216,0.17549473,0.08805342,0.31054607,0.071741536,0.060232867,0.13262337,0.014786783,0.04181497,0.06307599
1270041163,0.33397335,0.04139703,0.060359273,0.012960032,0.107749976,0.098491885,0.013866514,0.15208344,0.03098876,0.14812964
1270045763,0.13528462,0.035796408,0.049514487,0.020819414,0.2840272,0.17763826,0.13204883,0.02959396,0.05880563,0.076471224
1270054173,0.033894498,0.12264184,0.036873814,0.022554843,0.028144127,0.038077846,0.1714427,0.061881047,0.33923036,0.14525889
1310000402,0.045254108,0.17392257,0.047195066,0.06347588,0.032711275,0.27588147,0.07403633,0.029064644,0.122140646,0.13631806
1310005562,0.08552793,0.12104308,0.030702174,0.075876795,0.11359783,0.030411351,0.36486882,0.102383845,0.033599805,0.041988343
1320012743,0.13260819,0.0950865,0.0733766,0.14327614,0.09381736,0.061760187,0.022306453,0.058574352,0.22938804,0.08980622
1320015733,0.039311282,0.18081315,0.2024342,0.056059584,0.09124333,0.08715682,0.030262504,0.05974923,0.04093463,0.21203522
1320015883,0.14765874,0.0698706,0.08000087,0.028967706,0.20689623,0.06732202,0.058142036,0.103935726,0.21045017,0.026755929
1320018042,0.2760026,0.0069398587,0.037975445,0.054029133,0.038040943,0.26222363,0.13423039,0.012693412,0.046678413,0.13118626
1320022222,0.0069851517,0.11992664,0.13878977,0.04761266,0.15416671,0.10422955,0.011500111,0.28247568,0.10508531,0.029228412
1320023692,0.014797065,0.02426781,0.164902,0.010211494,0.0038570121,0.052192975,0.007097339,0.45813093,0.22056939,0.043974023
1320023702,0.05961224,0.09439662,0.1062242,0.05993674,0.055099674,0.13322486,0.077157445,0.13926536,0.070091665,0.20499124
1320026362,0.1927811,0.01636345,0.018190706,0.34925464,0.06583341,0.016267864,0.070052765,0.13670531,0.087880865,0.046669904
1320028172,0.04764483,0.13036558,0.11260813,0.12659486,0.012700718,0.3273501,0.17197372,0.033810403,0.010629806,0.02632187
1320029763,0.061895467,0.056643184,0.10667202,0.025661174,0.2468872,0.06525735,0.103957094,0.21413527,0.071407564,0.047483683
1320030072,0.016063556,0.048744157,0.04074183,0.10329181,0.3496052,0.09746776,0.12642707,0.0982285,0.042463124,0.07696706
1320031272,0.04672003,0.40585485,0.044692982,0.033197723,0.060032487,0.10756486,0.20601137,0.031872388,0.041574843,0.022478445
1320031292,0.023490742,0.12228728,0.08408737,0.11568353,0.06912516,0.15526932,0.06503936,0.0320697,0.31599182,0.016955648
1320035402,0.019352365,0.025513574,0.0668816,0.14787014,0.12859495,0.15000029,0.060802713,0.17393695,0.14709522,0.07995219
1320035532,0.08016246,0.023590103,0.040076394,0.037579995,0.063754216,0.13429534,0.09186352,0.0455467,0.17297013,0.3101612
1320036032,0.14425762,0.06520713,0.07739824,0.067785874,0.07964838,0.2340341,0.045716107,0.12586188,0.06270807,0.09738259
1320036142,0.0383185,0.07196531,0.11174108,0.06870882,0.19223657,0.077983305,0.14932232,0.058479156,0.14292714,0.08831788
1320037342,0.060314674,0.042683735,0.04517676,0.00971926,0.014710666,0.03516199,0.053131457,0.055864394,0.65479624,0.028440772
1320038493,0.08965342,0.023654714,0.13754714,0.1365982,0.102055945,0.1986012,0.10286658,0.114876054,0.055557996,0.038588766
1320040872,0.12251965,0.03134366,0.08685397,0.041949205,0.06472346,0.019808462,0.023316534,0.11834015,0.4369729,0.054171946
1330003052,0.36681876,0.02462445,0.0546639,0.04675057,0.059412207,0.013780375,0.16269054,0.15274414,0.03552434,0.08299064
1330003162,0.017921168,0.054640155,0.04912224,0.088343084,0.2611591,0.07903456,0.07053051,0.20837766,0.011247686,0.15962389
1330006212,0.06183908,0.01944826,0.31625044,0.038327124,0.087585464,0.092538305,0.06827122,0.09907535,0.045204375,0.17146042
1330007723,0.18888293,0.029288977,0.21056785,0.047200717,0.1748365,0.009358639,0.1534715,0.037990127,0.07990412,0.06849856
1330008533,0.04473699,0.023606032,0.1407056,0.070553645,0.047088124,0.030299615,0.07082793,0.45666558,0.022510426,0.093006015
1330008622,0.10439087,0.07749783,0.13953029,0.04219754,0.081164524,0.026986098,0.18847977,0.113001026,0.17830844,0.048443593
