lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7
1150000822,0.15645444,0.12770487,0.058822338,0.07003929,0.04528359,0.32074615,0.22094935
1150001092,0.07744813,0.068949975,0.040023025,0.10104274,0.17329909,0.19333357,0.3459035
1150002502,0.292285,0.118360005,0.03266826,0.24050744,0.16512181,0.13231842,0.018739082
1150002592,0.06978031,0.12404696,0.2103546,0.2353718,0.056809425,0.052553084,0.2510838
1150003802,0.029284079,0.42768973,0.0949278,0.0926052,0.18068057,0.1204069,0.054405756
1150004092,0.048662916,0.18307135,0.24724549,0.031690832,0.39310762,0.032130055,0.0640917
1150005262,0.110102415,0.14986342,0.22924691,0.17363435,0.07740086,0.14754498,0.11220704
1150005972,0.2645857,0.101779394,0.20626627,0.0932233,0.1417266,0.14324817,0.049170595
1150007303,0.13258877,0.15389726,0.13163182,0.083610535,0.22323745,0.2007561,0.07427806
1150007432,0.058557797,0.16730134,0.06704753,0.45882905,0.052128002,0.09347885,0.102657445
1150008142,0.17373955,0.15509214,0.025414739,0.12994918,0.04534317,0.23373678,0.23672453
1160000282,0.22888213,0.09384178,0.107003525,0.2144551,0.07988906,0.22213845,0.053790003
1170006442,0.040013503,0.043736976,0.09579021,0.66635853,0.069216974,0.0379365,0.04694733
1170013163,0.04914202,0.318975,0.102330014,0.2325557,0.065584615,0.07770735,0.1537053
1170013972,0.18393987,0.017812362,0.08399547,0.06298574,0.30189925,0.09152561,0.2578417
1170014783,0.02217962,0.54808336,0.10556215,0.10682904,0.061724436,0.11421306,0.041408267
1220005463,0.09242701,0.18009517,0.11126547,0.16331553,0.2099873,0.12590483,0.11700468
1220013612,0.25909773,0.13096286,0.17084786,0.043307822,0.20651503,0.06431284,0.12495585
1220053053,0.10509863,0.17853965,0.23078513,0.08185664,0.10007011,0.15674958,0.14690025
1220056833,0.17478736,0.045084585,0.11421828,0.28019327,0.19462277,0.106895454,0.08419828
1220056903,0.088595755,0.11390152,0.15372673,0.123000264,0.31335858,0.0716546,0.13576256
1230003032,0.034345824,0.11803228,0.2468487,0.10701756,0.046457663,0.06908028,0.3782177
1230009732,0.06833168,0.04539137,0.40026793,0.10059145,0.053073097,0.07717314,0.25517133
1240009142,0.06296662,0.10051012,0.15757336,0.08068556,0.057841163,0.22823812,0.31218508
1240018052,0.27817032,0.17832449,0.12370179,0.12125721,0.103774056,0.0393471,0.15542495
1240019053,0.01615358,0.2701317,0.219992,0.054697525,0.068748645,0.18229747,0.18797913
1250034252,0.18294972,0.046063203,0.07689172,0.20346057,0.2179977,0.031097973,0.24153906
1250051122,0.02247944,0.16903219,0.11104644,0.0124498345,0.027794018,0.4523883,0.20480978
1250064892,0.1394481,0.16912434,0.044777688,0.13647604,0.054925676,0.13819827,0.3170499
1270003322,0.042762198,0.010458269,0.09952051,0.17369357,0.033981487,0.39138106,0.24820292
1270024123,0.10817105,0.038097315,0.4973393,0.14952195,0.03674963,0.14869298,0.021427827
1270028303,0.02564118,0.22502625,0.011826233,0.25931448,0.06733362,0.35542148,0.05543686
1270040752,0.02573571,0.121203214,0.15283391,0.38572177,0.06350955,0.18996984,0.061025944
1270041163,0.25850734,0.062414628,0.03273059,0.016539708,0.0077784136,0.13384892,0.48818046
1270045763,0.17458642,0.17500275,0.21769252,0.04496758,0.12196014,0.11991806,0.1458726
1270054173,0.52341396,0.026613416,0.111672364,0.06148068,0.087895244,0.13241816,0.056506217
1310000402,0.10459657,0.29399592,0.053215533,0.2015263,0.29360592,0.01982186,0.03323792
1310005562,0.31261036,0.3004203,0.08940876,0.014939297,0.098991,0.12160481,0.062025454
1320012743,0.087585986,0.026161745,0.011409634,0.43800795,0.23350987,0.07431096,0.12901382
1320015733,0.04328484,0.040490534,0.08986938,0.037255034,0.42573115,0.066048525,0.2973205
1320015883,0.050074976,0.04164386,0.32400626,0.24466945,0.08782863,0.17088236,0.08089447
1320018042,0.0131783765,0.11018066,0.19395809,0.0978148,0.368996,0.13219444,0.08367765
1320022222,0.1849229,0.54520226,0.032648064,0.07246444,0.048255704,0.10129751,0.015209118
1320023692,0.033921517,0.12660617,0.34943193,0.097850636,0.13030809,0.030223226,0.23165841
1320023702,0.054952,0.16011834,0.26913685,0.09561172,0.097549565,0.11413607,0.20849551
1320026362,0.3763517,0.042737324,0.18292175,0.032592453,0.14043872,0.05482142,0.17013657
1320028172,0.17134286,0.12190968,0.34449488,0.081279695,0.07015548,0.12968226,0.08113511
1320029763,0.11387698,0.39188656,0.044444695,0.15854509,0.118510604,0.04768887,0.1250471
1320030072,0.30050856,0.053950753,0.090573296,0.04203992,0.3036836,0.09653307,0.11271082
1320031272,0.023528138,0.117779374,0.23552059,0.15155768,0.0733968,0.15554711,0.24267028
1320031292,0.061295167,0.12592348,0.07184206,0.54521936,0.015377855,0.11526374,0.06507833
1320035402,0.10524092,0.2787329,0.1300114,0.025615051,0.035051085,0.08645436,0.33889428
1320035532,0.0292228,0.19899444,0.074251436,0.10594003,0.22319975,0.25128624,0.11710532
1320036032,0.08131815,0.11270028,0.26218995,0.078317836,0.07733854,0.20771419,0.18042104
1320036142,0.18053156,0.14085402,0.102048695,0.1229776,0.17777109,0.18125817,0.094558895
1320037342,0.0709552,0.028992236,0.04374597,0.75016195,0.033903584,0.026901856,0.045339182
1320038493,0.17224073,0.08275656,0.055805776,0.1277523,0.32640973,0.10822921,0.12680571
1320040872,0.046789482,0.16327111,0.06051184,0.06621115,0.09268347,0.17056893,0.39996403
1330003052,0.11967755,0.28376612,0.047375564,0.16279767,0.1566896,0.08779738,0.14189611
1330003162,0.065559834,0.057958644,0.5869949,0.03557682,0.12928714,0.098469265,0.026153482
1330006212,0.08863518,0.22686939,0.074500434,0.34517246,0.07297186,0.079482675,0.112368
1330007723,0.029431295,0.34636563,0.11006509,0.25169516,0.12918073,0.08429043,0.04897168
1330008533,0.07436971,0.0739246,0.1209941,0.35159612,0.077826604,0.24554248,0.05574634
1330008622,0.5107015,0.039116323,0.062466513,0.10517234,0.06673854,0.07979266,0.13601218
1330010923,0.047272597,0.39926788,0.069607705,0.016733173,0.17680682,0.036822196,0.2534896
1330014893,0.1093568,0.09920833,0.14499672,0.41968644,0.061358172,0.055487193,0.10990633
1330015103,0.1063388,0.10238048,0.06770424,0.17337371,0.12720451,0.04117249,0.38182575
1420040083,0.16991007,0.14075881,0.20262258,0.06795665,0.19628972,0.13346319,0.08899897
1420043703,0.30057412,0.1733695,0.067457475,0.13634269,0.20405787,0.077002786,0.04119557
1420045233,0.098411605,0.36901516,0.11057104,0.019985626,0.096699685,0.28182486,0.023491971
1420049113,0.039505977,0.25701404,0.02109207,0.16002733,0.039094582,0.16002885,0.32323715
