lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9
1150000822,0.055785734,0.077277035,0.3444981,0.018447643,0.050869774,0.14987421,0.03232771,0.23008572,0.040834077
1150001092,0.018271873,0.11283288,0.038995534,0.75042987,0.0042483923,0.028549064,0.02905291,0.0045348774,0.013084633
1150002502,0.045910515,0.045517795,0.060711287,0.10786446,0.2289666,0.14321963,0.21842514,0.105697185,0.04368743
1150002592,0.06644766,0.1155613,0.28165388,0.029028196,0.25581056,0.092802204,0.073236406,0.042149674,0.04331019
1150003802,0.0712723,0.2055857,0.019384509,0.20342365,0.04000559,0.103106685,0.061062027,0.1691575,0.12700197
1150004092,0.025627684,0.46968007,0.03231985,0.30856597,0.018122826,0.060037084,0.023693338,0.009200266,0.052752785
1150005262,0.15838417,0.16255367,0.028657988,0.077212095,0.09871173,0.1353938,0.14209962,0.034476597,0.16251038
1150005972,0.17692998,0.11006918,0.13681613,0.071453005,0.094742544,0.09530001,0.045263972,0.21720828,0.052216925
1150007303,0.15732262,0.18300797,0.033764288,0.050559923,0.070548266,0.03839882,0.09990276,0.044174273,0.32232097
1150007432,0.48451814,0.059226565,0.07563093,0.0101228915,0.114964396,0.13764395,0.043391235,0.015894689,0.058607116
1150008142,0.1177134,0.046770856,0.10536116,0.11114803,0.01749733,0.2836393,0.14268076,0.15061752,0.024571594
1160000282,0.12978888,0.18643296,0.0700705,0.04864712,0.10157349,0.08613258,0.20103388,0.055567298,0.120753355
1170006442,0.21989818,0.1646171,0.057126444,0.07116422,0.10977831,0.051062256,0.18327832,0.072272226,0.070802964
1170013163,0.40477976,0.013957345,0.02014077,0.056397162,0.19609714,0.21581315,0.022092074,0.050350484,0.020372102
1170013972,0.050132904,0.03513329,0.11913753,0.29574904,0.018838061,0.04171598,0.071376555,0.30504465,0.06287199
1170014783,0.09052404,0.08268118,0.07523009,0.0806795,0.21486497,0.08848389,0.034536894,0.04962492,0.2833745
1220005463,0.09288483,0.058768466,0.08058101,0.083789706,0.14909941,0.07232411,0.15497506,0.16953185,0.13804556
1220013612,0.20280036,0.04686763,0.024726985,0.06159082,0.018652918,0.22271511,0.15135977,0.16064234,0.11064414
1220053053,0.15478204,0.06208555,0.10585156,0.10684384,0.088668495,0.09409164,0.10465539,0.14801055,0.13501094
1220056833,0.11030105,0.11751188,0.13504048,0.08196636,0.35821545,0.03450033,0.072172076,0.04020119,0.05009108
1220056903,0.16743463,0.17757729,0.10301241,0.060115878,0.10222866,0.105482616,0.091320224,0.09592647,0.09690182
1230003032,0.08087824,0.027667204,0.029063907,0.031424336,0.07044809,0.14528582,0.07301444,0.2325608,0.3096572
