lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7
1150000822,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1150001092,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1150002502,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1150002592,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1150003802,0.0,4.8467893e-21,0.0,0.0,0.0,1.0,0.0
1150004092,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1150005262,0.0,1.0,0.0,8.315159e-12,0.0,3.866426e-39,0.0
1150005972,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1150007303,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150007432,1.3558021e-31,0.0,1.0,0.0,0.0,0.0,0.0
1150008142,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1150008332,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1160000282,0.0,0.71428573,0.0,0.2857143,0.0,0.0,0.0
1170006442,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1170013163,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1170013972,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1170014783,0.0,1.0,0.0,1.3861476e-34,0.0,0.0,0.0
1220005463,0.0,0.875,0.0,5.20962e-18,0.0,0.0,0.125
1220013612,0.0,1.0,0.0,1.3864621e-38,0.0,0.0,0.0
1220053053,0.125,0.0,0.875,0.0,0.0,0.0,0.0
1220056833,0.0,0.5,0.0,2.2e-44,0.0,0.0,0.5
1220056903,0.0,0.875,0.0,1.8692664e-28,0.0,0.0,0.125
1230003032,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1230005872,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1230009732,0.0,1.0,0.0,7.6637513e-10,0.0,0.0,0.0
1240009142,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1240018052,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1240019053,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1250010552,4.8914515e-17,0.0,4.4002328e-18,1.0,1.4958152e-16,0.0,0.0
1250034252,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1250051122,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1250064892,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1270003322,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1270024123,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1270028303,3.952211e-30,4.0144197e-37,0.0,1.0,2.9693175e-32,0.0,0.0
1270040752,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1270041163,1.0,9.995705e-28,0.0,3.029958e-27,0.0,4.943872e-29,7.651821e-28
1270045763,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1270054173,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1310000402,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1310005562,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1310009293,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1320012743,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1320015733,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1320015883,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1320018042,0.0,1.0,0.0,1.2610809e-20,0.0,0.0,0.0
1320022222,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1320023692,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1320023702,0.0,0.5,0.0,3.754189e-27,0.0,0.5,0.0
1320025542,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1320026362,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1320028172,0.0,1.0,0.0,0.0,0.0,0.0,0.0
