lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8
1150000822,0.0,0.0,0.0,3.6239296e-16,0.0,1.0,3.5e-44,0.0
1150001092,0.0,0.0,8.878215e-39,0.0,0.0,1.0,9.317745e-33,4.150799e-39
1150002502,0.0,5.501876e-27,2.4896091e-24,0.46031922,0.0,0.5396808,1.1114333e-14,0.0
1150002592,0.0,0.0,0.0,1.474528e-19,0.0,1.0,4.0213855e-26,0.0
1150003802,0.0,0.0,3.2991768e-21,1.0,0.0,5.8165088e-15,1.0180203e-16,0.0
1150004092,0.0,0.0,0.0,5.063868e-09,0.0,1.0,8.005491e-15,0.0
1150005262,0.0,0.0,3.3508594e-17,0.0073862607,0.0,0.99261373,1.7331288e-21,0.0
1150005972,0.0,0.0,0.0,4.6e-44,0.0,1.7653644e-27,1.0,0.0
1150007303,0.0,0.0,6.217869e-34,6.716381e-09,0.0,1.0,5.219529e-29,0.0
1150007432,1.0,0.0,0.0,0.0,8.764567e-19,0.0,0.0,0.0
1150008142,0.0,0.0,0.0,6.67777e-31,0.0,1.0,0.0,0.0
1150008332,0.0,1.0,0.0,0.0,2.5706322e-32,0.0,0.0,3.735204e-30
1160000282,0.0,0.0,8.455091e-34,0.42857146,0.0,0.5714286,2.9140423e-19,0.0
1170006442,0.0,3e-45,1.7692521e-37,1.4754842e-12,0.0,1.0,7.807317e-30,0.0
1170013163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1170013972,0.0,0.0,0.0,8.3516144e-24,0.0,1.0,0.0,0.0
1170014783,0.0,2.4441e-41,0.0,1.3092773e-20,0.0,1.0,0.0,0.0
1220005463,0.0,8.1685505e-23,8.415025e-37,0.12500124,0.0,0.87499875,1.4237083e-16,6.321574e-35
1220013612,0.0,2.1607447e-25,2.5430538e-28,0.99999976,0.0,2.1298794e-07,1.5708142e-17,0.0
1220053053,0.0,2.742e-41,7.5193005e-11,0.24972612,0.0,0.7499982,0.00027566197,0.0
1220056833,0.0,0.0,0.0,1.7810313e-32,0.0,1.0,0.0,0.0
1220056903,0.0,4.7850224e-33,3.3180178e-14,0.3604938,0.0,0.6394856,2.060846e-05,0.0
1230003032,0.0,5.41014e-26,4e-45,1.3623623e-33,1.0,4.6666476e-32,0.0,0.0
1230005872,0.0,0.0,0.0,0.0,0.0,1.4457029e-29,1.0,0.0
1230009732,0.0,0.0,3e-45,1.5999673e-13,0.0,1.0,1e-45,0.0
1240009142,0.0,0.0,0.0,3.3812328e-12,0.0,1.0,9.6856523e-14,0.0
1240018052,7.121789e-35,2.3735265e-21,2.9615278e-29,3.361984e-24,1.07596016e-19,1.0,2.8785284e-27,1.3978687e-24
1240019053,0.0,0.0,2.7221682e-26,1.0,0.0,0.0,0.0,0.0
1250010552,0.0,0.0,0.0,1.0,0.0,5.41938e-40,0.0,0.0
1250034252,0.0,0.0,0.0,1.884864e-34,0.0,7.427911e-31,1.0,0.0
1250051122,0.0,0.0,0.0,3.0658246e-28,0.0,1.0,3.7729905e-33,0.0
1250064892,0.0,1.0,0.0,2.878379e-39,0.0,0.0,0.0,0.0
1270003322,0.0,0.0,0.0,6.0360225e-14,0.0,1.0,2.1155662e-12,0.0
1270024123,0.0,0.0,6.0167345e-29,6.233575e-12,0.0,1.0,8.575776e-14,0.0
1270028303,0.0,0.0,0.0,2.0527211e-29,0.0,1.0,3.0767133e-25,0.0
1270040752,0.0,0.0,0.0,8.399857e-08,0.0,0.9999839,1.5944888e-05,0.0
1270041163,0.0,0.0,0.0,1.0854317e-30,0.0,1.0,3.387629e-39,0.0
1270045763,0.0,0.0,5.354528e-20,0.33333316,0.0,0.6666668,1.0454044e-08,0.0
1270054173,0.0,0.0,0.0,7.671869e-21,0.0,1.0,6e-45,0.0
1310000402,0.0,0.0,6.285064e-36,0.5,0.0,0.5,4.4725067e-17,2.2803989e-31
1310005562,0.0,0.0,0.0,1.0,0.0,1.7308102e-34,0.0,0.0
1310009293,0.0,0.0,8.9606783e-07,0.0005078706,0.0,0.9994025,8.8808534e-05,3.8888116e-27
1320012743,0.0,0.0,0.0,1e-45,0.0,1.0,0.0,0.0
