lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8
1140000602,0.0,0.0,0.0,1.0,0.0,1.6869738e-33,0.0,0.0
1150000822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150001092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150002502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150002592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1150003802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150004092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150004882,0.0,0.0,1.1216e-41,0.0,1.0,0.0,0.0,0.0
1150005262,0.0,0.5,5.333552e-30,2e-44,0.5,5.3046016e-36,0.0,0.0
1150005972,0.0,1.0,1.177074e-39,0.0,0.0,0.0,0.0,0.0
1150006022,0.0,7.115923e-35,0.0,0.0,0.0,1.0,0.0,0.0
1150007303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150007432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150008142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150008332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160000282,0.0,0.71428573,0.14285715,0.14285715,1.4112777e-37,0.0,0.0,0.0
1170006442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1170013163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1170013972,0.0,1.0,1.087473e-26,0.0,0.0,0.0,0.0,0.0
1170014783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1220005463,0.0,0.625,0.375,0.0,2.074352e-21,0.0,0.0,0.0
1220013612,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1220053053,0.90000004,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1220056833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1220056903,0.0,0.5,0.375,0.0,0.0,0.125,0.0,0.0
1230003032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
