lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10
1150000822,0.04340911,0.043106362,0.04061418,0.16086504,0.006884966,0.2576841,0.049949784,0.20860408,0.17393513,0.014947262
1150001092,0.16532855,0.026832819,0.09360286,0.24812183,0.12059397,0.11185865,0.11082537,0.036871057,0.05333022,0.03263474
1150002502,0.2518396,0.028756717,0.08205724,0.08520347,0.027370796,0.0060914895,0.2906794,0.12637249,0.021756345,0.079872414
1150002592,0.07170075,0.052849095,0.105270766,0.3773535,0.03561169,0.08458562,0.014759642,0.026410483,0.21140543,0.020053003
1150003802,0.17454481,0.13328896,0.08088225,0.2452618,0.08473837,0.018719083,0.04815943,0.07204515,0.039065145,0.10329511
1150004092,0.09589974,0.118253954,0.04977095,0.22723736,0.035192672,0.065501414,0.064676695,0.20572092,0.060624547,0.077121675
1150005262,0.08003996,0.021534767,0.0869485,0.20342955,0.026909096,0.041203238,0.1076605,0.17778099,0.18822141,0.066272005
1150005972,0.31556135,0.006558458,0.029445168,0.113610074,0.023225307,0.047071267,0.13172157,0.2071506,0.11875825,0.006897912
1150007303,0.081594124,0.00450557,0.21601203,0.19177485,0.02535897,0.013552684,0.015182196,0.3307584,0.10655545,0.01470571
1150008142,0.02833403,0.20615573,0.3058071,0.111531734,0.009848019,0.011516724,0.1385965,0.050388377,0.061924964,0.07589674
1160000282,0.11501497,0.019213958,0.08205725,0.22069708,0.025132563,0.034070585,0.056737468,0.20342407,0.20340022,0.040251844
1170006442,0.2145239,0.07218124,0.0798078,0.27923435,0.014471436,0.0064321356,0.021930099,0.051238026,0.2384055,0.021775505
1170013163,0.05521384,0.006509026,0.033156686,0.3902737,0.0029927602,0.0035969883,0.016431801,0.24111937,0.036358476,0.21434745
1170013972,0.2684259,0.0075298087,0.09074942,0.34921685,0.03980994,0.010470697,0.0032135686,0.05989605,0.0727087,0.09797903
1170014783,0.06328865,0.03037381,0.1858035,0.28577977,0.026067425,0.033748306,0.037120756,0.17995614,0.13759544,0.020266201
1220005463,0.1491119,0.019160494,0.1690119,0.20675977,0.0242054,0.014123813,0.028505111,0.17620179,0.1985174,0.01440243
1220013612,0.110330544,0.05832142,0.33563548,0.10673734,0.05416891,0.0627426,0.037000656,0.016292447,0.17183755,0.046933077
1220053053,0.13526052,0.008161809,0.25562036,0.098737866,0.011316235,0.01417367,0.015133014,0.2119269,0.23702693,0.012642683
1220056833,0.23437369,0.032600358,0.22219102,0.07018272,0.016033836,0.009886662,0.025314134,0.27918848,0.095446214,0.014782881
1220056903,0.18889552,0.018682994,0.18256229,0.26608694,0.017611727,0.022179993,0.023373881,0.11696553,0.14781213,0.015828963
1230003032,0.11594517,0.0017091554,0.0978623,0.21586454,0.0014910076,0.0041601867,0.0010191014,0.46255258,0.09916829,0.00022767624
1230009732,0.18936075,0.019251358,0.0042001205,0.39241013,0.018277852,0.01083864,0.023599863,0.19269592,0.08421976,0.06514564
1240009142,0.15270238,0.023993159,0.23982957,0.10541454,0.024501296,0.07377121,0.066866644,0.16983776,0.11720553,0.02587791
1240018052,0.3198668,0.0009848978,0.02611313,0.27533132,0.0016718737,0.0014598148,0.0005326331,0.12196292,0.25184265,0.00023401361
1240019053,0.5887888,0.00087750144,0.04573728,0.0041982634,0.0004386041,0.0039815567,0.004127895,0.23775604,0.113297194,0.0007968549
1250034252,0.109723985,0.010598298,0.106098846,0.05599723,0.011680224,0.02729644,0.076642424,0.3362932,0.24564706,0.020022305
1250051122,0.058674715,0.0021312765,0.23804367,0.36058918,0.00091727986,0.0001001542,0.0012733245,0.13794565,0.1996415,0.0006832565
1270003322,0.18039286,0.05446068,0.15003023,0.04569945,0.25700822,0.04375392,0.043323375,0.16125166,0.048976235,0.015103382
1270024123,0.058197267,0.04214407,0.25815186,0.26897147,0.030570202,0.029436542,0.16471222,0.106923856,0.026567996,0.01432462
1270028303,0.058041014,0.10823506,0.051218387,0.43321496,0.002684754,0.00719902,0.14272752,0.11503734,0.080203034,0.0014389585
1270040752,0.1486287,0.093203485,0.06649717,0.14213648,0.002941981,0.0053253793,0.043406844,0.2837409,0.12168702,0.09243194
1270041163,0.14512898,0.09135713,0.0138162635,0.043624423,0.10597619,0.0034274298,0.012133784,0.47124174,0.03273365,0.08056041
1270045763,0.07863538,0.18920061,0.14265075,0.22827789,0.045668565,0.039557338,0.05701008,0.07393012,0.11909512,0.025974136
1270054173,0.093369834,0.09535945,0.023029672,0.25202277,0.045287486,0.031887233,0.036293034,0.103887685,0.18180133,0.13706154
1310000402,0.0661134,0.17707439,0.02596765,0.057208553,0.08802941,0.02408949,0.032650143,0.24935298,0.22857253,0.05094146
1310005562,0.34776837,0.0021306025,0.28363562,0.10934642,0.00090601825,0.00093745213,0.00022821923,0.17416242,0.07920325,0.0016816818
1320012743,0.16808711,0.019333288,0.40203494,0.01728138,0.007900672,0.009173789,0.007181258,0.1239032,0.2341534,0.010950941
1320015733,0.14021719,0.014282168,0.26702872,0.012475475,0.00883878,0.0060514654,0.020673417,0.4704962,0.05573397,0.00420257
1320015883,0.07415848,0.0026268286,0.18199524,0.03917761,0.0052779503,0.022154037,0.010535307,0.09004067,0.56046176,0.013572187
