lake_id,arc1,arc2,arc3,arc4
1150000822,0.1199635,0.45349073,0.13823964,0.28830618
1150001092,0.48435867,0.118660286,0.24469106,0.15228994
1150002502,0.0718708,0.50811136,0.28213656,0.13788125
1150002592,0.40566716,0.3672652,0.05791431,0.16915332
1150003802,0.3631624,0.2393396,0.10484771,0.29265037
1150004092,0.01639533,0.6077513,0.13145263,0.24440067
1150005262,0.3164329,0.42388383,0.16358736,0.09609593
1150005972,0.44792047,0.30532867,0.022112187,0.22463869
1150007303,0.36754447,0.5567363,0.027531449,0.048187777
1150008142,0.49563128,0.052168604,0.1730363,0.27916372
1160000282,0.37303898,0.4453718,0.07403484,0.1075544
1170006442,0.77099353,0.08940555,0.048993073,0.09060788
1170013163,0.4131479,0.3715178,0.20524669,0.01008749
1170013972,0.38183907,0.45770717,0.045607645,0.11484619
1170014783,0.6687094,0.1840221,0.08555725,0.061711337
1220005463,0.51980114,0.37777692,0.042480566,0.059941363
1220013612,0.1133212,0.60782444,0.059995957,0.21885844
1220053053,0.5032309,0.43296972,0.03011068,0.033688612
1220056833,0.15567029,0.7391804,0.026389249,0.07876009
1220056903,0.45654666,0.44432855,0.050626557,0.048498243
1230003032,0.4651361,0.53071237,0.0019328303,0.00221868
1230009732,0.6325169,0.23264146,0.06733497,0.0675066
1240009142,0.5672465,0.18165034,0.0068802633,0.24422292
1240018052,0.8354424,0.16139325,0.001492137,0.001672301
1240019053,0.39744416,0.58915,0.005582382,0.007823391
1250034252,0.19069245,0.64145154,0.009477761,0.15837823
1250051122,0.27417538,0.7192641,0.004090065,0.002470554
1270003322,0.15829676,0.4406648,0.15807797,0.24296042
1270024123,0.29000863,0.39247617,0.016178984,0.30133623
1270028303,0.112309165,0.6042544,0.05655347,0.22688295
1270040752,0.31904417,0.44788364,0.1241626,0.10890952
1270041163,0.5991934,0.14493877,0.23220631,0.023661522
1270045763,0.31073064,0.34925592,0.23813406,0.10187945
1270054173,0.13121031,0.50594586,0.07655244,0.28629136
1310000402,0.31339777,0.3314289,0.21072105,0.14445232
1310005562,0.9369773,0.06076657,0.0014062744,0.0008499011
1320012743,0.8923992,0.054403316,0.04074139,0.012455938
1320015733,0.4947936,0.447953,0.02398682,0.033266548
1320015883,0.8712088,0.06576163,0.007130458,0.055899143
1320018042,0.5002905,0.20335926,0.0025742287,0.293776
1320022222,0.71150744,0.05605981,0.1442001,0.08823267
1320023692,0.26137605,0.53230715,0.11539627,0.09092055
1320023702,0.1052158,0.6713486,0.042713933,0.1807217
1320026362,0.16876511,0.60149467,0.012255223,0.21748494
1320028172,0.19305603,0.53514326,0.057619277,0.21418141
1320029763,0.378346,0.49267352,0.02723141,0.101749115
1320030072,0.6143814,0.26708388,0.07160209,0.046932686
1320031272,0.17491569,0.69010895,0.00948154,0.12549382
1320031292,0.38728777,0.48749375,0.050740745,0.07447775
1320035402,0.34640267,0.4008395,0.17744662,0.075311184
1320035532,0.36919752,0.28967348,0.1415923,0.19953671
1320036032,0.52043694,0.27037174,0.094231054,0.11496027
1320036142,0.32390982,0.50650775,0.08689296,0.0826895
1320037342,0.3212345,0.5674987,0.094592705,0.016674198
1320038493,0.61135674,0.25480157,0.007900712,0.12594096
1320040872,0.5903725,0.35191277,0.045164753,0.012549938
1330006212,0.5653708,0.43315685,0.00094763015,0.0005247721
1330007723,0.5448562,0.44909346,0.0026387032,0.003411645
1330010923,0.73694986,0.017819023,0.18958834,0.055642787
1330014893,0.29316986,0.5310365,0.13686943,0.03892419
1330015103,0.2842011,0.55168164,0.045216266,0.11890099
1420040083,0.29200774,0.6976044,0.005099623,0.005288225
1420043703,0.4471006,0.515592,0.013089507,0.02421794
1420045233,0.79994386,0.17109515,0.025899604,0.0030613553
1420049113,0.17032458,0.76608825,0.039854113,0.023733024
1430002253,0.66555375,0.3184895,0.006353136,0.009603681
1430002872,0.44396242,0.5551939,0.0005750444,0.0002686541
1430004273,0.25950587,0.7231622,0.014525993,0.0028060116
1430004323,0.9089402,0.087242484,0.0018229731,0.0019943889
1440001863,0.3963206,0.5946369,0.003763319,0.005279226
1440005913,0.30438572,0.6557786,0.027237471,0.012598281
1440011113,0.3427474,0.6136824,0.03332975,0.010240508
1450003703,0.5076964,0.46126062,0.010973254,0.020069696
1450007622,0.38323674,0.60821575,0.003347157,0.0052003507
1450009543,0.6675708,0.30193442,0.024108106,0.006386654
1450009923,0.36993924,0.624876,0.0033113759,0.0018733537
1450011142,0.39888743,0.59671897,0.0006680854,0.0037256167
1450012863,0.646775,0.28334814,0.02702184,0.042854965
1450014203,0.2747417,0.7196436,0.0030248447,0.0025898311
1460002782,0.26415467,0.7280831,0.0070661632,0.0006959635
1460009393,0.5910102,0.3758253,0.022149375,0.011015214
1510001923,0.63352746,0.13798243,0.19925015,0.029240003
1510006093,0.83111775,0.13151255,0.012263261,0.025106391
1510006393,0.44069362,0.55401796,0.0022602787,0.0030281805
1530011512,0.91422296,0.06693871,0.017143656,0.0016946062
1620001552,0.6701033,0.2561604,0.059352517,0.014383762
1620004522,0.3789984,0.56474555,0.047511123,0.008744981
1620008282,0.071509205,0.8744579,0.030160109,0.023872754
1620023612,0.7010785,0.24677353,0.030736802,0.021411154
1620031802,0.33261895,0.61010927,0.009693188,0.047578625
1620032342,0.18003885,0.7718141,0.044163287,0.0039838627
1620034183,0.24833435,0.69809294,0.024780385,0.02879244
1620063302,0.7687554,0.1788672,0.021359442,0.031018
1720000552,0.59505767,0.115705736,0.10618862,0.18304798
1720001282,0.40160963,0.34077767,0.22194158,0.03567112
1720001342,0.21486424,0.4907523,0.09936231,0.19502108
1720003902,0.18455279,0.47853693,0.03586205,0.30104822
1720003932,0.033304337,0.47147593,0.04420361,0.4510162
1720004142,0.11650561,0.42861038,0.11378997,0.34109408
1720004172,0.32687396,0.42998114,0.18742482,0.05572016
1720004433,0.3631138,0.3781506,0.12181221,0.13692333
1720004453,0.56051224,0.23104942,0.086640194,0.12179816
1720007172,0.5308968,0.22433154,0.0695631,0.17520863
1720008692,0.67420995,0.066807255,0.15112457,0.10785821
1720009413,0.15241957,0.62946147,0.04760709,0.17051181
1720010272,0.36116928,0.39925843,0.08909591,0.15047638
1720010283,0.35669333,0.51113605,0.07762726,0.054543406
1720033122,0.15286301,0.7625851,0.030219097,0.054332703
1720041492,0.23083392,0.25342435,0.2624802,0.2532616
1720041532,0.07457115,0.37525988,0.11968706,0.4304819
1720046943,0.28963485,0.28750855,0.16408731,0.2587693
1720052653,0.60411024,0.33891463,0.019743983,0.037231185
1720053693,0.6899458,0.23682931,0.05304031,0.020184617
1720054503,0.16662419,0.7325101,0.05732601,0.043539688
1720056903,0.47405612,0.49799654,0.017046077,0.01090125
1810025102,0.38994318,0.60404336,0.0026146935,0.0033987632
1810030972,0.603829,0.117115885,0.13146263,0.14759243
1810042913,0.82913613,0.019169513,0.13813025,0.013564214
1810079153,0.5408233,0.45130134,0.0071463124,0.0007291299
2110017972,0.2682703,0.526113,0.014837779,0.19077891
2110020813,0.14151677,0.816988,0.008753752,0.032741502
2110024562,0.32661808,0.66486335,0.0039486084,0.004569958
2110026463,0.644552,0.33453,0.006686536,0.01423134
2130000053,0.2372879,0.71007824,0.026347632,0.026286198
2130000103,0.5609385,0.39506078,0.041446567,0.002554204
2130000133,0.16219106,0.78947824,0.041275144,0.0070556835
2130000363,0.5315561,0.46611363,0.0015933455,0.00073686463
2130002132,0.6346755,0.15869486,0.015847508,0.19078206
2130004282,0.65124613,0.16527918,0.045636285,0.13783833
2130004742,0.566253,0.43077952,0.00053032476,0.002437215
2130012372,0.962022,0.033020448,0.0011207287,0.00383677
2130012773,0.14306422,0.8207689,0.02870633,0.007460556
2130026062,0.71870595,0.27214715,0.005654502,0.0034924627
2130026152,0.05079326,0.93329734,0.015137761,0.0007717037
2140010663,0.118513,0.8771627,0.001708555,0.0026158546
2140010713,0.16952917,0.79861933,0.019540906,0.012310609
2140010723,0.30363286,0.6626365,0.009745387,0.023985278
2140014592,0.92560273,0.04671646,0.026562091,0.001118671
2140016022,0.5857714,0.36547267,0.03249043,0.01626555
2150005082,0.72369504,0.25221217,0.014396913,0.009695933
2160009382,0.5357224,0.28396136,0.112355284,0.06796105
2160009923,0.24750575,0.73906136,0.0032253815,0.010207486
2160046863,0.5350596,0.39180765,0.044409513,0.028723273
2210000352,0.23140337,0.5540158,0.049658544,0.16492227
2220000093,0.58992964,0.3982286,0.0060404404,0.0058014328
2220014373,0.58422947,0.40997496,0.0020994814,0.0036961024
2230005753,0.90633184,0.08203908,0.0048472025,0.0067817443
2230021903,0.59933877,0.39602196,0.0030734376,0.0015658811
2230037623,0.47544047,0.5201202,0.0013129023,0.0031264168
2230043572,0.41028595,0.58590657,0.0024807297,0.0013267844
2230044463,0.46686393,0.52587086,0.004539593,0.0027256473
2230062373,0.64500844,0.33853507,0.008013652,0.008442836
2230073093,0.4776153,0.5054534,0.0065676933,0.010363562
2240011142,0.3776729,0.60895914,0.012329256,0.0010387189
2250031083,0.5954672,0.39783767,0.005374493,0.0013206757
2250031093,0.41204953,0.58155996,0.0016199955,0.004770514
2250061402,0.18254837,0.777509,0.036551993,0.0033907688
2250061733,0.6890157,0.3024862,0.0050939335,0.0034042809
2250085593,0.5771114,0.41374755,0.0052697603,0.0038713356
2250088883,0.48265383,0.5091656,0.0027853542,0.005395295
2250088893,0.35049424,0.6416775,0.0046535293,0.0031746572
2260001413,0.65550935,0.32823342,0.005360353,0.010896833
2260031472,0.95164186,0.037354987,0.009566378,0.0014367861
2270004543,0.23526461,0.7607069,0.0030690578,0.0009593423
2270044463,0.8196872,0.15488254,0.018992342,0.006438018
2270044473,0.06422768,0.8521577,0.055221453,0.02839311
2270060992,0.09021684,0.8047247,0.0726901,0.032368373
2270067462,0.8012074,0.07105387,0.10227776,0.025460934
2270102272,0.5756575,0.40763897,0.008703236,0.008000372
2270104842,0.3726986,0.6153782,0.0052046995,0.006718391
2270128153,0.52171546,0.4706755,0.005342434,0.002266623
2270139412,0.4882329,0.5035294,0.004341738,0.0038958637
2270141422,0.51874423,0.47768933,0.0013884207,0.002178024
2280004602,0.07810987,0.92113256,0.00065401505,0.00010353262
2310000023,0.79230684,0.13954625,0.044304382,0.02384257
2310000033,0.5432815,0.37476093,0.043202676,0.03875494
2310000123,0.47208098,0.50883913,0.009415176,0.009664805
2310015232,0.5127767,0.43702412,0.011136321,0.039062947
2310020152,0.19174021,0.8026034,0.0019394887,0.0037169151
2310028243,0.6195017,0.21346442,0.031636238,0.13539754
2310028273,0.38009417,0.48417422,0.11000896,0.02572263
2310028773,0.53174704,0.43483698,0.017208373,0.016207581
2320004122,0.40543807,0.5771007,0.0035092519,0.013951893
2320145113,0.4487872,0.45552146,0.015663628,0.08002773
2320145123,0.48701796,0.4304922,0.03202978,0.050460033
2320145143,0.30529007,0.6064077,0.04915777,0.039144393
2320145153,0.60476434,0.30959028,0.030921873,0.05472342
2320145163,0.40512902,0.48022574,0.0769677,0.037677553
2320145183,0.18127453,0.7294572,0.040638305,0.04862997
2320145942,0.71378136,0.20575844,0.06552992,0.014930269
2320146452,0.7714438,0.13634333,0.013173709,0.07903911
2320148232,0.457027,0.41915745,0.047182653,0.076633036
2320253402,0.08272547,0.7508712,0.048301302,0.118102066
2320269562,0.26821038,0.7227868,0.0052925865,0.0037102906
2330001913,0.39377242,0.5980927,0.005199077,0.002935881
2330041242,0.54182607,0.4491524,0.006847091,0.0021744436
2330042812,0.08603639,0.8429819,0.034286078,0.03669563
2330047972,0.83036345,0.15781508,0.009457768,0.0023637228
2330048832,0.21591102,0.7810483,0.0015029535,0.0015377126
2330055852,0.8340746,0.15157275,0.010729516,0.003623098
2340000023,0.33255118,0.6604306,0.0038371475,0.0031810817
2340009563,0.5136786,0.4824191,0.0010844807,0.0028177998
2340009603,0.44772863,0.54926467,0.0022018407,0.0008048944
2340009632,0.3129408,0.68134093,0.00060017034,0.005118126
2340009652,0.47128603,0.52490664,0.0015868283,0.0022205159
2410001812,0.6896622,0.30480874,0.0032312567,0.0022977046
2420056132,0.13308725,0.8623612,0.0014417762,0.0031097862
2420056183,0.717875,0.27628034,0.004400839,0.0014438354
2420103152,0.44459417,0.5433464,0.0032553729,0.008804074
2420109812,0.29892135,0.68862593,0.0052698096,0.007182873
2420114672,0.5242396,0.46111888,0.009441799,0.0051997416
2420124262,0.14850843,0.8363173,0.00656444,0.008609815
2420124352,0.26736167,0.71377915,0.015723454,0.003135672
2420148343,0.33077842,0.6568559,0.008955348,0.0034103696
2420169883,0.38600975,0.59074664,0.013750262,0.009493352
2420171232,0.36217996,0.61695784,0.009548296,0.011313907
2420183212,0.3783236,0.59618455,0.008734947,0.016756875
2420190622,0.38451654,0.592739,0.0065329997,0.01621148
2420198012,0.20137392,0.7720372,0.008347012,0.018241884
2420198232,0.95773154,0.020565037,0.010912944,0.010790351
2420200012,0.92161554,0.051918242,0.014014212,0.012452107
2420211152,0.63879716,0.34361517,0.005960738,0.011626833
2420211453,0.8409646,0.15238722,0.0041119275,0.0025362014
2420211463,0.61740494,0.3764497,0.0027190717,0.0034262654
2420211473,0.4904461,0.5024606,0.0033544176,0.0037389456
2420211493,0.76952565,0.19865298,0.02266427,0.009157178
2420212722,0.83614844,0.15332058,0.007076505,0.0034545143
2420216142,0.05323604,0.92303807,0.016767703,0.0069582034
2420223932,0.554654,0.44000414,0.0031126642,0.0022292554
2420224842,0.5134228,0.47920352,0.0013403399,0.0060333563
2420247492,0.7248918,0.2705442,0.002304502,0.0022595755
2430002252,0.26756003,0.7279636,0.0033963886,0.0010800007
2430007562,0.38859487,0.6065773,0.0024486466,0.002379247
2430013653,0.42087537,0.5764959,0.001176604,0.0014521624
2430018852,0.6844535,0.3079203,0.0036107968,0.0040154643
2430022262,0.5491787,0.44315177,0.0017900609,0.005879466
2430032542,0.7656992,0.22010575,0.009609506,0.0045854975
2430032782,0.8673717,0.120809145,0.010723314,0.0010959101
2430039872,0.52734077,0.46315452,0.0045944257,0.0049102465
2430040072,0.57639116,0.41280016,0.005915124,0.0048935404
2430049102,0.2451007,0.7438099,0.0053588664,0.005730542
2430049112,0.4680043,0.51904905,0.0060640727,0.0068825856
2430049822,0.6559011,0.33473635,0.004815978,0.004546616
2430050912,0.17593418,0.81482995,0.007348511,0.0018874463
2430051262,0.07301859,0.9226124,0.002948271,0.0014207618
2430051352,0.08133973,0.9133527,0.003531305,0.0017761503
2430052952,0.4785123,0.5125164,0.005583211,0.003388038
2430057462,0.23763573,0.7590277,0.0013228607,0.002013591
2430057482,0.27263728,0.72152525,0.0004781425,0.0053592664
2430073032,0.8600051,0.1273141,0.005660821,0.0070200874
2430082632,0.10075995,0.88880545,0.009233185,0.0012013775
2430089002,0.5289122,0.455822,0.009487431,0.005778438
2430089012,0.44949412,0.54249626,0.0042467797,0.0037628328
2430089022,0.6881339,0.30372968,0.0029579592,0.005178442
2430090182,0.35119447,0.63998723,0.00684105,0.0019772386
2430090663,0.3486968,0.64202464,0.004708742,0.0045698127
2430092802,0.2061715,0.7849887,0.0029165114,0.0059233373
2430094883,0.50014937,0.4916075,0.0031764337,0.0050667147
2430096262,0.41638818,0.5439233,0.0058657024,0.03382284
2430107363,0.26367018,0.7345211,0.0012556963,0.0005530581
2430107373,0.772309,0.2098743,0.014171879,0.0036448394
2430109252,0.3445557,0.649274,0.0037099766,0.0024602495
2430120303,0.49365032,0.5007872,0.0016589985,0.0039034686
