lake_id,arc1,arc2,arc3,arc4,arc5
1150000822,0.09530719,0.04210523,0.4550134,0.18885675,0.21871743
1150001092,0.10695069,0.057362817,0.4347044,0.18554759,0.21543448
1150002502,0.0927889,0.03984884,0.45776027,0.18982103,0.21978095
1150002592,0.10434298,0.054289196,0.43675795,0.18684454,0.21776536
1150003802,0.10727944,0.058057163,0.43489212,0.18489695,0.21487433
1150004092,0.106053114,0.0563273,0.4374171,0.18560494,0.21459761
1150005262,0.086701885,0.032810282,0.46675795,0.19229686,0.22143304
1150005972,0.068225734,0.008865054,0.49595028,0.19825275,0.22870617
1150007303,0.08365137,0.037670728,0.45865598,0.19494393,0.225078
1150007432,0.0003266594,0.99943346,9.185224e-05,7.518592e-05,7.281448e-05
1150008142,0.1084561,0.05920311,0.43356612,0.18444628,0.21432833
1160000282,0.0919186,0.04277217,0.45250803,0.19081578,0.2219854
1170006442,0.10756028,0.0570361,0.43549877,0.18468283,0.21522199
1170013163,0.09454089,0.036756463,0.46074277,0.18966855,0.21829131
1170013972,0.10541273,0.05264489,0.4364911,0.18670975,0.2187415
1170014783,0.08449392,0.03073797,0.4740916,0.19025941,0.22041707
1220005463,0.09615741,0.044176314,0.45267028,0.18707466,0.21992137
1220013612,0.110038444,0.05903858,0.4343515,0.18312104,0.21345039
1220053053,0.10627159,0.05697186,0.4380499,0.18170837,0.21699828
1220056833,0.097255625,0.043288656,0.4511112,0.18855426,0.21979022
1220056903,0.08851851,0.038128402,0.46194473,0.1901573,0.22125107
1230003032,0.16851366,0.1164068,0.00051559997,0.28554702,0.42901692
1230009732,0.10958857,0.058631252,0.43279332,0.18365613,0.21533069
1240009142,0.10540035,0.053591333,0.4382328,0.18611097,0.21666446
1240018052,0.013187069,0.0016141164,0.20139721,0.3300397,0.45376188
1240019053,0.08392093,0.015165029,0.40380305,0.21830806,0.2788029
1250034252,0.0915956,0.03662461,0.46160656,0.19011362,0.22005971
1250051122,0.102415115,0.053142533,0.4252847,0.19146746,0.22769025
1250064892,0.24380755,0.12614532,8.932847e-05,0.23425367,0.39570418
1270003322,0.10569196,0.05530983,0.43637496,0.18621664,0.21640658
1270024123,0.087411135,0.030588556,0.4667306,0.1918636,0.22340603
1270028303,0.10015868,0.052018862,0.43848705,0.18867227,0.22066312
1270040752,0.10528838,0.05551437,0.43741864,0.18575636,0.21602228
1270041163,0.104729116,0.055035055,0.43799856,0.18557113,0.2166662
1270045763,0.09836334,0.04495649,0.4495359,0.1884874,0.21865684
1270054173,0.094445765,0.03863756,0.4553778,0.19032377,0.22121517
1310000402,0.067237936,0.031916812,0.46630502,0.1978552,0.23668507
1310005562,0.09994987,0.062532686,0.44853303,0.16753957,0.22144495
1320012743,0.1081649,0.047656693,0.44333455,0.18659624,0.21424763
1320015733,0.098321766,0.035306003,0.45978737,0.18930317,0.21728167
1320015883,0.10373892,0.05736854,0.4380715,0.18792258,0.21289845
1320018042,0.0861751,0.029211842,0.47095305,0.19166769,0.2219924
1320022222,0.10866084,0.05775102,0.43389058,0.18457055,0.21512695
1320023692,0.10589169,0.054845158,0.43859714,0.18552753,0.21513857
1320023702,0.09494967,0.042119764,0.45348322,0.18942551,0.22002184
1320026362,0.102553435,0.05013943,0.44356817,0.18616442,0.21757449
1320028172,0.10820814,0.056972407,0.4348775,0.18477203,0.21516989
1320029763,0.106599085,0.052361023,0.43968874,0.18538736,0.21596377
1320030072,0.10369435,0.050470654,0.44263157,0.18669057,0.21651281
1320031272,0.10676507,0.05376861,0.43785626,0.18551648,0.21609354
1320031292,0.10599082,0.051664367,0.4399227,0.18601283,0.21640925
1320035402,0.10461898,0.052739363,0.44080806,0.1860695,0.21576405
1320035532,0.099851325,0.04806646,0.44726458,0.18775557,0.21706207
1320036032,0.09965083,0.0482898,0.44756973,0.18679419,0.21769546
1320036142,0.08798045,0.037543427,0.46283025,0.19065219,0.22099374
1320037342,0.11306714,0.059899423,0.42937207,0.18262583,0.21503556
1320038493,0.110266425,0.056036398,0.4341224,0.18432961,0.21524514
1320040872,0.10742822,0.058514494,0.43471012,0.18473886,0.21460833
1330003052,0.35631016,0.00066922075,0.29447097,0.3480701,0.0004795388
1330003162,0.22271642,0.26806122,0.19955298,0.15793197,0.15173739
1330006212,0.23864049,0.07225131,0.28543714,0.23404509,0.169626
1330007723,0.24074459,0.12804045,0.2608387,0.19600672,0.17436957
1330008533,0.37153277,0.08118338,0.2284542,0.31841666,0.0004129905
1330008622,0.40904108,0.00090689375,0.19623046,0.2652021,0.12861945
1330010923,0.105404325,0.057451714,0.43752792,0.18591733,0.21369874
1330014893,0.09736025,0.048670597,0.44955516,0.19138628,0.21302769
1330015103,0.0894192,0.040522285,0.46069336,0.19295645,0.2164087
1420040083,0.12182608,0.08189757,0.41139317,0.18371272,0.20117044
1420043703,0.11896391,0.082956694,0.41921988,0.18202434,0.19683519
1420045233,0.10961805,0.045610115,0.43893883,0.18915597,0.21667708
1420049113,0.08098384,0.041354805,0.47010797,0.1921353,0.21541809
1430002253,0.116924174,0.08651583,0.41696864,0.18613793,0.19345346
1430002872,0.23137558,0.25685683,0.19489062,0.13769947,0.17917755
1430004273,0.09804583,0.08534992,0.41282186,0.20262069,0.20116168
1430004323,0.16889763,0.30706233,0.23091564,0.14973363,0.14339077
1430005083,0.06092872,0.3249149,0.33086938,0.15174672,0.13154025
1440001863,0.07100406,0.038510587,0.44248164,0.22088769,0.22711606
1440005913,0.082327224,0.046557106,0.4683892,0.19299027,0.20973621
1440011113,0.107679516,0.061284304,0.43277144,0.18587597,0.21238874
1450003703,0.12298288,0.07548241,0.43699557,0.17667899,0.18786019
1450007622,0.08134299,0.07528533,0.46169442,0.18709655,0.19458075
1450009233,0.20585492,0.26589763,0.19037408,0.1601733,0.17770003
1450009543,0.11728558,0.070444055,0.42119852,0.1966636,0.1944082
1450009923,0.19249773,0.27962813,0.20919219,0.1548177,0.16386427
1450011142,0.0012157953,0.4450922,0.27574643,0.12008843,0.15785713
1450012863,0.10719703,0.07038598,0.42818677,0.19569762,0.19853258
1450014203,0.14082834,0.25132558,0.20087071,0.24754688,0.15942849
1460002782,0.08976309,0.11311788,0.40557852,0.19412637,0.19741419
1460009393,0.13020204,0.085838586,0.40267012,0.19129154,0.18999778
1510001923,0.11689834,0.06344886,0.43137044,0.180409,0.20787343
1510006093,0.15152311,0.06957466,0.4350417,0.15591456,0.18794593
1510006393,0.18043154,0.027886664,0.47743896,0.1416,0.17264289
1530003042,0.9994943,0.000111111425,0.00012961435,0.00020578918,5.9060378e-05
1530004152,9.113885e-05,0.99970716,9.892405e-05,1.9382313e-05,8.335978e-05
1530011512,0.16832995,0.09329288,0.44783276,0.1335295,0.15701495
1530012122,5.0945768e-05,0.9997192,0.00010102791,5.5269684e-05,7.349446e-05
1540002042,0.00018025427,0.99968565,5.170073e-05,4.3835345e-05,3.8533628e-05
1620001552,0.1068465,0.06360575,0.43254498,0.18548793,0.21151479
1620004522,0.10451171,0.059135802,0.43729186,0.18655318,0.21250752
1620008282,0.10613781,0.06129224,0.4338808,0.18523592,0.21345316
1620023612,0.10717179,0.05762756,0.43550435,0.18671238,0.21298389
1620031802,0.107705496,0.056844562,0.43568832,0.18655951,0.21320212
1620032342,0.10204321,0.05015262,0.44462305,0.18826061,0.21492048
1620034183,0.09679827,0.04711429,0.45035714,0.18933547,0.21639487
1620063302,0.095880054,0.038758162,0.4465712,0.1938179,0.22497258
1720000552,0.09794079,0.045097597,0.45095596,0.18806425,0.21794137
1720001282,0.1072815,0.05701233,0.43548808,0.18507586,0.2151422
1720001342,0.10651338,0.05613358,0.43679565,0.18550487,0.21505249
1720003902,0.104779914,0.05394291,0.43984902,0.18578619,0.21564195
1720003932,0.10556631,0.054959167,0.4387346,0.18602839,0.21471155
1720004142,0.10130925,0.049954116,0.44506362,0.1869637,0.21670936
1720004172,0.10683043,0.056465525,0.43650326,0.18490869,0.21529208
1720004433,0.09673858,0.05040726,0.44866842,0.18728906,0.2168967
1720004453,0.102765724,0.051677782,0.442425,0.1870534,0.21607813
1720007172,0.106784366,0.05739891,0.43540397,0.18562984,0.21478285
1720008692,0.107182465,0.05722316,0.43505755,0.1854317,0.2151052
1720009413,0.10343566,0.052723978,0.4411704,0.18660608,0.21606393
1720010272,0.089131385,0.037905794,0.4609762,0.19086036,0.22112623
1720010283,0.09198783,0.041755028,0.4538504,0.19127639,0.22113039
1720033122,0.08733201,0.03300639,0.4662721,0.19169484,0.22169468
1720041492,0.08921277,0.03676327,0.46108085,0.19195978,0.22098331
1720041532,0.08699966,0.03207669,0.4678838,0.19165799,0.22138181
1720046943,0.09906269,0.04823361,0.4480266,0.18808354,0.21659362
1720052653,0.08581901,0.04883891,0.4492583,0.19973935,0.21634445
1720053693,0.09768207,0.047132775,0.45017228,0.19023925,0.21477365
1720054503,0.11220569,0.053979725,0.42892206,0.19542791,0.20946458
1720056903,0.090270884,0.046500303,0.4492627,0.19519569,0.21877044
1720057352,0.61575294,0.383457,0.0003988922,0.00016797768,0.00022321752
1720057912,0.24299471,0.7566113,0.00018257527,8.108631e-05,0.0001303445
1730047972,2.240386e-05,0.99986887,2.5726624e-05,5.131249e-05,3.170162e-05
1730059332,0.08839887,0.6478864,0.08091972,0.08872133,0.09407366
1810025102,0.22672364,0.0007121625,0.38674033,0.072472945,0.3133509
1810030972,0.10796391,0.056839872,0.43563262,0.18500945,0.21455418
1810042913,0.10831171,0.05687797,0.43538377,0.18448403,0.2149425
1810079153,0.27770603,0.0034814072,0.36704385,0.15567835,0.19609034
2110011792,0.00018314537,0.99917966,0.00015158829,0.000114585666,0.0003710117
2110017972,0.10380475,0.051761486,0.44404542,0.18544377,0.2149446
2110020813,0.16627157,0.08345557,0.3925715,0.15938379,0.19831757
2110024562,0.11110726,0.054580472,0.44309878,0.18049744,0.21071605
2110026463,0.18618259,0.10267433,0.3815198,0.14539044,0.18423277
2130000053,0.043808706,0.012964577,0.45733166,0.20543106,0.28046396
2130000103,0.11615089,0.0072809355,0.44131765,0.18724953,0.24800107
2130000133,0.0969521,0.019453129,0.45765752,0.1742739,0.25166327
2130000363,0.2595036,0.0010475212,0.29836708,0.25177488,0.18930693
2130002132,0.109467745,0.059131805,0.43400076,0.18385348,0.21354622
2130004282,0.07292315,0.02873044,0.46146664,0.19733495,0.23954481
2130004742,0.11324144,0.0067980364,0.449142,0.19917049,0.23164809
2130012372,0.16070472,0.064903505,0.4171861,0.1604888,0.19671695
2130012773,0.09079007,0.012836722,0.47657153,0.19426675,0.22553496
2130024252,0.33275783,0.6115184,2.7472382e-05,0.05562977,6.657685e-05
2130026062,0.10834143,0.052271426,0.43241113,0.18725081,0.21972525
2130026152,0.07632088,0.015455908,0.46145833,0.20267686,0.24408807
2140010663,0.11442006,0.05390676,0.4362625,0.18270947,0.21270117
2140010713,0.099851415,0.051242333,0.44587195,0.18626758,0.21676676
2140010723,0.10398927,0.051004075,0.44474328,0.18565649,0.21460682
2140014592,0.11069406,0.06173711,0.4305999,0.18361716,0.21335182
2140016022,0.10724311,0.05819222,0.43356872,0.18565807,0.21533786
2150000032,7.238587e-05,0.99981624,2.7086673e-05,2.0021433e-05,6.432492e-05
2150005082,0.10502477,0.052222494,0.43843988,0.18702811,0.21728474
2160000792,0.39830464,0.57204103,3.819288e-05,0.029587649,2.8383483e-05
2160009382,0.10942908,0.05277592,0.43969807,0.18338962,0.21470737
2160009923,0.14603782,0.026210092,0.4674474,0.16693014,0.19337457
2160020822,0.9995012,0.00039272453,1.904611e-05,6.438879e-05,2.262925e-05
2160025082,5.6993642e-05,0.99981004,6.408133e-05,2.7889135e-05,4.0993316e-05
2160026602,8.336807e-05,0.9997416,9.372483e-05,3.3802615e-05,4.7461435e-05
2160030672,0.00036694374,0.99936706,0.00014048434,6.193611e-05,6.366166e-05
2160046863,0.09876866,0.049565677,0.44725478,0.18739142,0.2170195
2210000352,0.106978275,0.056965757,0.43638632,0.18517853,0.21449111
