lake_id,arc1,arc2,arc3,arc4,arc5,arc6
1150000822,0.17355523,0.26697993,0.19196828,0.29759383,0.025440637,0.04446216
1150001092,0.1920871,0.15211506,0.28103393,0.07062587,0.20774987,0.09638819
1150002502,0.04157281,0.545396,0.16049792,0.05586933,0.1625049,0.03415908
1150002592,0.1130463,0.026671993,0.06577673,0.30413458,0.41562906,0.0747413
1150003802,0.028635142,0.16258757,0.47442186,0.06612383,0.025087012,0.24314456
1150004092,0.043430742,0.23226514,0.027479762,0.45303273,0.07652832,0.16726333
1150005262,0.16046803,0.06358258,0.31195995,0.16848853,0.24558078,0.049920157
1150005972,0.023962125,0.26856384,0.15674235,0.16302674,0.36380562,0.023899324
1150007303,0.035187084,0.04439377,0.42081934,0.38843808,0.10192619,0.009235597
1150007432,0.0019133183,0.00084383617,0.90134436,0.021129861,0.074396744,0.00037193098
1150008142,0.09885295,0.4035351,0.11803607,0.26681197,0.04434254,0.06842135
1160000282,0.04567247,0.09563066,0.18410206,0.26399657,0.3427407,0.06785758
1170006442,0.009242257,0.09741326,0.061146952,0.43655574,0.33119178,0.064450085
1170013163,0.13412675,0.08746175,0.20265369,0.020719236,0.522732,0.032306638
1170013972,0.03407337,0.12255869,0.56775916,0.117803,0.11967176,0.038134046
1170014783,0.0072622886,0.008437311,0.41792566,0.24219136,0.18332052,0.14086282
1220005463,0.0473806,0.027651882,0.35666782,0.21583843,0.3192049,0.03325638
1220013612,0.06472925,0.04032621,0.03317857,0.091872655,0.60341877,0.16647445
1220053053,0.027314484,0.025013302,0.2769075,0.41069004,0.23943032,0.02064433
1220056833,0.051505703,0.029619355,0.14261594,0.25803602,0.4923544,0.025868593
1220056903,0.046956435,0.039046198,0.2904551,0.3126166,0.28569376,0.025231905
1230003032,0.0056288047,0.008153519,0.19980635,0.25100088,0.5336398,0.0017707263
1230009732,0.04976986,0.052583143,0.13777159,0.21388926,0.4980153,0.047970846
1240009142,0.14586148,0.08398564,0.39052972,0.1960929,0.17340074,0.010129593
1240018052,0.0005021874,0.00028111227,0.7653673,0.20180224,0.031029394,0.0010176935
1240019053,0.009992437,0.0029237238,0.40433833,0.13465047,0.4455881,0.0025069495
1250034252,0.0045084157,0.02982111,0.4895709,0.10157973,0.24336892,0.131151
1250051122,0.0057131266,0.0015075643,0.44613293,0.30484092,0.24047157,0.0013338916
1250064892,0.0024754556,0.0009483402,0.4519401,0.2383944,0.30113015,0.0051116175
1270003322,0.2714905,0.09233433,0.44203395,0.106611155,0.05616003,0.031370066
1270024123,0.004803277,0.33648115,0.11243602,0.15699641,0.32663736,0.0626458
1270028303,0.15095922,0.08737456,0.09421506,0.10569629,0.5201299,0.041624937
1270040752,0.0842037,0.024549304,0.28178233,0.4068157,0.07305057,0.1295984
1270041163,0.03237831,0.3472188,0.073364675,0.34922767,0.17975707,0.018053474
1270045763,0.1305579,0.08853908,0.15777864,0.31698903,0.15016171,0.1559736
1270054173,0.15757793,0.13470075,0.096995935,0.26204342,0.26979572,0.07888623
1310000402,0.11882761,0.22402407,0.11756819,0.26496777,0.18806407,0.086548306
1310005562,0.0024609042,0.0030504195,0.22470382,0.4974436,0.2699352,0.0024062004
1320012743,0.036334258,0.024062928,0.21984509,0.2416618,0.47496614,0.0031297132
1320015733,0.0111689605,0.009088103,0.3508493,0.4742042,0.112410955,0.04227843
1320015883,0.020379912,0.03770546,0.17007466,0.084634416,0.67465883,0.012546734
1320018042,0.04816598,0.12853491,0.13701853,0.23536487,0.3210169,0.1298988
1320022222,0.18710509,0.021996265,0.4863872,0.13381377,0.15191798,0.018779734
1320023692,0.13065128,0.03702153,0.5908485,0.103999145,0.09461698,0.042862643
1320023702,0.039273065,0.13053069,0.44342053,0.14837438,0.1556454,0.082755886
1320026362,0.06638981,0.017661506,0.018705253,0.38032967,0.3912184,0.12569544
1320028172,0.12394011,0.07889288,0.60150903,0.07481008,0.05249827,0.068349615
1320029763,0.0055385893,0.04254118,0.6239018,0.02396294,0.21318959,0.09086588
1320030072,0.039762605,0.047255754,0.5112225,0.06355749,0.28864926,0.049552456
1320031272,0.03672825,0.023565767,0.19735026,0.46158075,0.21045473,0.070320316
1320031292,0.032471318,0.053848993,0.106361456,0.67273927,0.07923616,0.05534281
1320035402,0.09041548,0.16707814,0.31148607,0.13580759,0.23826794,0.056944758
1320035532,0.17253098,0.18824786,0.12720874,0.122034416,0.3687532,0.02122476
1320036032,0.078128375,0.08071285,0.16383097,0.4400278,0.16637388,0.070926115
1320036142,0.04826008,0.094428055,0.3019951,0.22406387,0.27320033,0.05805258
1320037342,0.014623823,0.0074145515,0.12640047,0.3177239,0.43079618,0.103041016
1320038493,0.019919543,0.044691175,0.111128025,0.605983,0.14436017,0.07391817
1320040872,0.014977483,0.042277712,0.7224118,0.120621465,0.07867958,0.02103194
1330003052,0.0018191122,0.0069241463,0.24605756,0.31522256,0.42912552,0.00085109414
1330003162,0.00018090273,0.0019674578,0.5938192,0.030903125,0.37223274,0.00089664146
1330006212,0.0016567834,0.0024011799,0.60242724,0.07973184,0.31323797,0.0005449946
1330007723,0.0024372372,0.0010944833,0.153181,0.40291026,0.439739,0.00063807773
1330008533,0.0014653319,0.0010739464,0.2785164,0.44142583,0.27516234,0.002356122
1330008622,0.0009934696,0.0057260287,0.28280592,0.4598294,0.2496204,0.0010248289
1330010923,0.11389377,0.056891043,0.027998524,0.55622566,0.14483738,0.10015363
1330014893,0.050632704,0.047890346,0.04969631,0.62413967,0.12397977,0.10366119
1330015103,0.071771905,0.07206127,0.23817192,0.35330576,0.23226917,0.032420024
1420040083,0.0030984606,0.0032512073,0.22425362,0.21999575,0.5422309,0.0071700304
1420043703,0.022254057,0.013103906,0.34911972,0.31319508,0.2957382,0.0065891077
1420045233,0.007056812,0.021716475,0.5939375,0.26619354,0.102600284,0.008495296
1420049113,0.012280306,0.019384494,0.36081308,0.45831573,0.1057394,0.04346694
1430002253,0.0032171612,0.0048523312,0.27651522,0.4497824,0.2606499,0.004983023
1430002872,0.0014661715,0.00062144815,0.7330194,0.082185596,0.17773996,0.0049673505
1430004273,0.008899684,0.0016315574,0.30997258,0.38863698,0.27989948,0.010959693
1430004323,0.0029456401,0.0031143953,0.184622,0.29967245,0.50819325,0.0014522691
1430005083,0.0020573174,0.0013484561,0.5237189,0.32974318,0.1419562,0.0011759159
1440001863,0.0034297283,0.0036785963,0.23073745,0.34678864,0.41163835,0.0037273045
1440005913,0.0131454235,0.016818313,0.33359095,0.20659076,0.41075516,0.01909943
1440011113,0.007831086,0.0066734357,0.0049777534,0.77418345,0.1681097,0.038224608
1450003703,0.0063837236,0.0142559875,0.28926778,0.19607168,0.47775644,0.016264448
1450007622,0.0009689907,0.0033005415,0.1234796,0.4375857,0.42986864,0.004796479
1450009233,0.004287378,0.00083537714,0.58300376,0.3032354,0.1065653,0.0020728246
1450009543,0.019041145,0.0070669972,0.050736863,0.87177265,0.039662585,0.011719761
1450009923,0.0008515167,0.0007592238,0.5892295,0.20796064,0.19744977,0.0037493012
1450011142,0.00034358527,0.002239701,0.8408646,0.038307454,0.11615306,0.0020916287
1450012863,0.02563807,0.02879577,0.26164943,0.5464029,0.112318486,0.025195315
1450014203,0.0029878863,0.004002758,0.324394,0.2686454,0.3982443,0.0017257112
1460002782,0.0033081162,0.00037032648,0.14153452,0.11804731,0.73558897,0.0011507215
1460009393,0.014438972,0.028712448,0.08500515,0.13781567,0.73208433,0.0019434234
1510001923,0.032013718,0.12955149,0.65687466,0.021584397,0.028934449,0.13104127
1510006093,0.016829606,0.005442145,0.37715983,0.5434241,0.040112,0.017032357
1510006393,0.0040195673,0.00074563787,0.10106505,0.6664277,0.2258003,0.0019418108
1530003042,0.0027257137,0.0011249662,0.13682935,0.8071989,0.050241217,0.0018798655
1530004152,0.00760594,0.0072764754,0.23089084,0.05060938,0.7021845,0.00143289
1530011512,0.0072001494,0.01330765,0.017279806,0.88611424,0.07463086,0.0014672755
1530012122,0.0010860302,0.0002904227,0.052664105,0.6213551,0.3243829,0.0002214256
1540002042,0.0033113947,0.0010438275,0.26160178,0.42376173,0.30982533,0.00045593226
1620001552,0.03018886,0.023130631,0.4413604,0.09717849,0.37469608,0.033445537
1620004522,0.029036606,0.04211961,0.19422247,0.49504817,0.2351429,0.0044301534
1620008282,0.014867428,0.044045974,0.21956287,0.23267788,0.47607946,0.012766331
1620023612,0.03679986,0.0025720117,0.54571134,0.23362365,0.16704863,0.014244541
1620031802,0.025158871,0.028429057,0.5386871,0.14027266,0.25748718,0.009965118
1620032342,0.0028061664,0.020935383,0.23504968,0.4434419,0.25739428,0.040372558
1620034183,0.011534598,0.01465245,0.22442695,0.25692594,0.45806038,0.03439971
1620063302,0.01435534,0.03201019,0.21454105,0.085458174,0.63656044,0.01707486
1720000552,0.040707197,0.16891257,0.4190703,0.039547544,0.2034495,0.12831298
1720001282,0.13370599,0.04343869,0.09419928,0.032436952,0.59239775,0.103821345
1720001342,0.07192696,0.054471616,0.237645,0.083108224,0.38078442,0.17206375
1720003902,0.082394354,0.1338316,0.110073164,0.2999157,0.24188204,0.13190313
1720003932,0.09736392,0.39822337,0.13624175,0.18425182,0.10061434,0.08330477
1720004142,0.06836584,0.10601461,0.18565905,0.3300344,0.020236714,0.2896894
1720004172,0.13756976,0.033252127,0.16786382,0.13976657,0.43561608,0.08593165
1720004433,0.059764348,0.13198413,0.18874526,0.3023008,0.20930907,0.10789641
1720004453,0.11406722,0.049903717,0.18847239,0.106200665,0.49384806,0.04750792
1720007172,0.16851918,0.05065744,0.13297237,0.55438733,0.07782572,0.015637988
1720008692,0.053815488,0.25899553,0.20222116,0.3995288,0.048130456,0.037308548
1720009413,0.021194998,0.0077537373,0.22997016,0.21548069,0.34511706,0.18048337
1720010272,0.0892074,0.086648956,0.33809984,0.18385212,0.22194032,0.080251336
1720010283,0.032819152,0.08251764,0.35638973,0.27169156,0.20861696,0.047965012
1720033122,0.022062682,0.089034565,0.61056197,0.1460886,0.12969944,0.002552705
1720041492,0.08414481,0.26608557,0.15115924,0.18920529,0.05622623,0.25317883
1720041532,0.16835983,0.38513285,0.18624923,0.15235208,0.02968397,0.078222126
1720046943,0.23269667,0.16210566,0.24630809,0.09991961,0.20961964,0.049350303
1720052653,0.011762859,0.043804377,0.14509758,0.5482528,0.23374689,0.017335553
1720053693,0.019789474,0.028535353,0.19109447,0.54845315,0.17152347,0.040604107
1720054503,0.011779114,0.035931673,0.23264161,0.108876266,0.5413726,0.06939866
1720056903,0.0085636955,0.012050541,0.29816136,0.3497751,0.31708747,0.014361811
1720057352,0.00028242223,0.0030758951,0.63539344,0.03451831,0.3254634,0.0012664542
1720057912,0.0013025354,0.006675136,0.45460117,0.3047895,0.2311784,0.0014532947
1730047972,0.002940482,0.001331156,0.3888897,0.20957868,0.3954041,0.0018559215
1730059332,0.0007704931,0.0027326199,0.22786267,0.17491072,0.5912967,0.0024268175
1810025102,0.0004657305,0.0003396385,0.19463827,0.5374851,0.26551494,0.001556309
1810030972,0.08369644,0.079656765,0.07603954,0.4436776,0.18079932,0.13613036
1810042913,0.02198996,0.19662823,0.61853045,0.017678922,0.13001192,0.015160654
1810079153,0.0021873123,0.00014796955,0.8306153,0.059734758,0.10686709,0.00044753664
2110011792,0.0017496548,0.0009623172,0.5390371,0.24036014,0.21643826,0.0014524746
2110017972,0.037123036,0.04976724,0.37585637,0.1952325,0.2256105,0.1164103
2110020813,0.020649368,0.0013629469,0.54571617,0.047521602,0.36676043,0.01798947
2110024562,0.0052906177,0.004358902,0.46606606,0.18453409,0.3383637,0.0013866035
2110026463,0.011998891,0.0061305,0.27980357,0.35613063,0.34005725,0.0058791093
2130000053,0.033848446,0.0032782673,0.28603116,0.53517985,0.124331616,0.017330693
2130000103,0.005208253,0.04547268,0.13912115,0.664014,0.12939793,0.016786037
2130000133,0.023411943,0.01454296,0.27367625,0.52680933,0.14114083,0.020418786
2130000363,0.00083710486,0.012655379,0.4625274,0.37473458,0.1484258,0.00081979996
2130002132,0.070933275,0.024472425,0.6703886,0.06786903,0.070113465,0.0962231
2130004282,0.057568323,0.02398869,0.04357792,0.34580857,0.43190804,0.097148426
2130004742,0.0013929394,0.0006213347,0.72629756,0.043144062,0.22725989,0.0012842845
2130012372,0.005183066,0.0019963183,0.3831741,0.05254816,0.5555344,0.0015638904
2130012773,0.022108354,0.017472267,0.03082623,0.6937099,0.22986959,0.0060136383
2130024252,0.001149331,0.0016370907,0.5131396,0.057026796,0.42634732,0.0006998569
2130026062,0.0052357097,0.0019551632,0.30181044,0.6529588,0.036103494,0.0019363565
2130026152,0.00044711307,0.002180818,0.16426852,0.24777636,0.5836462,0.0016809248
2140010663,0.0048030354,0.0028495037,0.18089695,0.27510682,0.53479224,0.0015513824
2140010713,0.01332574,0.0059590973,0.741895,0.111173145,0.1094989,0.018148053
2140010723,0.009895292,0.011352349,0.09517291,0.70149815,0.16423094,0.017850302
2140014592,0.0053604906,0.014547823,0.75124335,0.17696711,0.032867156,0.019014088
