lake_id,arc1,arc2,arc3,arc4
1150000822,0.081272446,0.14587988,0.21193132,0.5609163
1150001092,0.0807797,0.14487556,0.21122472,0.56312007
1150002502,0.07980095,0.14449441,0.211293,0.5644117
1150002592,0.07641224,0.13581066,0.20727688,0.58050025
1150003802,0.09163584,0.15010904,0.21258967,0.54566544
1150004092,0.08104979,0.14593212,0.21180682,0.5612113
1150005262,0.08056803,0.14282909,0.210475,0.5661279
1150005972,0.0790756,0.14334275,0.2102162,0.5673654
1150007303,0.06525156,0.12214403,0.20086041,0.61174405
1150007432,0.970455,0.003414008,0.024907412,0.0012235154
1150008142,0.081570916,0.14643861,0.21212545,0.55986506
1160000282,0.08792728,0.13916828,0.20779872,0.56510574
1170006442,0.080934905,0.14329372,0.21145655,0.56431484
1170013163,0.07815898,0.14510012,0.21358025,0.56316066
1170013972,0.07926299,0.13887979,0.20971943,0.5721378
1170014783,0.08554975,0.14949971,0.21313773,0.5518128
1220005463,0.09195634,0.13175148,0.20742686,0.56886536
1220013612,0.08257854,0.1455735,0.2130961,0.5587518
1220053053,0.09389837,0.12924375,0.20712392,0.5697339
1220056833,0.08013947,0.14084356,0.21055587,0.5684611
1220056903,0.07883906,0.10976363,0.1987735,0.6126238
1230003032,0.3974056,0.011080572,0.0046442742,0.5868696
1230009732,0.076908864,0.1396412,0.21120077,0.5722491
1240009142,0.07836336,0.14129871,0.2107487,0.5695892
1240018052,0.1291856,0.0043382253,0.01415543,0.85232073
1240019053,0.06682485,0.01894569,0.14736013,0.7668693
1250034252,0.081013806,0.14550956,0.21209598,0.5613807
1250051122,0.073371574,0.115444526,0.19549917,0.61568475
1250064892,0.46546724,0.0024605321,0.060229894,0.47184226
1270003322,0.07942558,0.14283161,0.2104953,0.5672475
1270024123,0.07921275,0.14042401,0.21010819,0.570255
1270028303,0.056816794,0.12302707,0.20188421,0.61827195
1270040752,0.08090611,0.14483573,0.21119277,0.5630654
1270041163,0.080504276,0.1419572,0.21029583,0.5672427
1270045763,0.08197501,0.14149766,0.210637,0.5658903
1270054173,0.07746314,0.13895194,0.20976034,0.5738246
1310000402,0.0893391,0.12834786,0.19683315,0.58547986
1310005562,0.13390344,0.1420512,0.20755097,0.51649433
1320012743,0.0742232,0.14373517,0.21569543,0.56634617
1320015733,0.075399384,0.14234847,0.21532398,0.56692815
1320015883,0.07590904,0.151784,0.2120286,0.5602783
1320018042,0.082212426,0.14485036,0.21243438,0.5605029
1320022222,0.081095316,0.14430062,0.21196161,0.56264246
1320023692,0.081709065,0.14505048,0.21214032,0.5611001
1320023702,0.07974055,0.14171591,0.21015102,0.5683926
1320026362,0.081021376,0.14193524,0.21109702,0.5659464
1320028172,0.07824299,0.13975397,0.21059477,0.5714083
1320029763,0.0800659,0.14092082,0.21203364,0.5669796
1320030072,0.08014377,0.14189169,0.2116738,0.56629074
1320031272,0.07951697,0.14340228,0.21219735,0.56488335
1320031292,0.077723324,0.14111805,0.2118621,0.56929654
1320035402,0.0810944,0.14396259,0.21194714,0.56299585
1320035532,0.08543938,0.14558405,0.21162446,0.5573521
1320036032,0.08603111,0.1428332,0.21099281,0.5601429
1320036142,0.08662702,0.13501497,0.20779863,0.5705594
1320037342,0.084428474,0.14248456,0.21292552,0.5601614
1320038493,0.08058378,0.14194633,0.21272245,0.56474745
1320040872,0.080793336,0.14508519,0.2115593,0.56256217
1330003052,0.0009040678,0.4080598,0.3560709,0.23496523
1330003162,0.0020154794,0.4585333,0.06919333,0.47025785
1330006212,0.007489045,0.22668606,0.28944713,0.4763778
1330007723,0.009854326,0.24328117,0.2922208,0.45464367
1330008533,0.001810428,0.44405442,0.36695367,0.18718138
1330008622,0.003982548,0.34775198,0.41134924,0.23691629
1330010923,0.07785254,0.14686944,0.21150102,0.56377697
1330014893,0.081077926,0.15792495,0.21402071,0.54697645
1330015103,0.070840985,0.14861313,0.2109248,0.5696211
1420040083,0.0703844,0.16528977,0.2167864,0.5475394
1420043703,0.071126804,0.17428748,0.21969199,0.53489375
1420045233,0.069302894,0.13556835,0.21320447,0.58192426
1420049113,0.07834612,0.15495628,0.21042116,0.55627644
1430002253,0.06837563,0.18773308,0.22196484,0.5219264
1430002872,0.26447698,0.22460319,0.20909001,0.3018298
1430004273,0.035535835,0.18522297,0.20302844,0.57621276
1430004323,0.08490431,0.42312545,0.112993956,0.3789763
1430005083,0.20561689,0.30007696,0.12310944,0.3711967
1440001863,0.04719191,0.10964332,0.16194387,0.681221
1440005913,0.06501345,0.15946221,0.20976096,0.56576335
1440011113,0.074858695,0.14832802,0.21140115,0.5654121
1450003703,0.07838407,0.1837582,0.23073353,0.5071242
1450007622,0.08129458,0.19236878,0.2138162,0.51252043
1450009233,0.12597911,0.32503653,0.122461796,0.42652255
1450009543,0.036207546,0.1822797,0.22158906,0.5599237
1450009923,0.11796537,0.37188578,0.15897952,0.35116935
1450011142,0.06853297,0.4859401,0.05302269,0.3925042
1450012863,0.04547008,0.17651969,0.21562946,0.5623808
1450014203,0.09179881,0.38210073,0.09210419,0.4339963
1460002782,0.05575282,0.19719139,0.19508533,0.5519705
1460009393,0.04284054,0.18792732,0.22496518,0.54426694
1510001923,0.08506513,0.15262683,0.21836554,0.54394245
1510006093,0.114573814,0.16956726,0.24467672,0.47118217
1510006393,0.1132767,0.16965151,0.27205947,0.44501233
1530003042,0.47833735,0.05830713,0.46274942,0.00060600566
1530004152,0.5485009,0.4481131,0.0017174572,0.0016685599
1530011512,0.13812383,0.20186079,0.25759423,0.40242115
1530012122,0.0041834004,0.994279,0.00018701814,0.001350509
1540002042,0.99650335,0.00058101414,0.0025938558,0.00032179453
1620001552,0.07947498,0.15196002,0.21153778,0.5570272
1620004522,0.07799019,0.15034993,0.21147355,0.5601863
1620008282,0.079578474,0.14947261,0.21116626,0.5597827
1620023612,0.07539417,0.14764585,0.21227813,0.5646819
1620031802,0.07594331,0.14823611,0.21288331,0.56293726
1620032342,0.07805947,0.14534926,0.21165243,0.5649389
1620034183,0.06785158,0.11888103,0.19934835,0.613919
1620063302,0.06965594,0.12750301,0.20457655,0.5982645
1720000552,0.08019341,0.14456932,0.21157461,0.5636626
1720001282,0.079826124,0.14301874,0.2112521,0.565903
1720001342,0.08105465,0.14525335,0.21177304,0.56191903
1720003902,0.081623584,0.14331277,0.21117312,0.5638906
1720003932,0.08107177,0.14584261,0.21202926,0.5610564
1720004142,0.08006608,0.14380525,0.21128453,0.5648442
1720004172,0.0798896,0.14394677,0.21157137,0.56459224
1720004433,0.08699216,0.12241393,0.20195091,0.5886431
1720004453,0.08239187,0.1424629,0.21065748,0.5644878
1720007172,0.07950115,0.14445506,0.21129656,0.5647472
1720008692,0.04282821,0.051460434,0.18201448,0.7236969
1720009413,0.08010621,0.14475204,0.21159133,0.5635504
1720010272,0.045448553,0.052326247,0.1300456,0.7721796
1720010283,0.077800006,0.11483241,0.199148,0.60821956
1720033122,0.07809328,0.14310174,0.2103815,0.56842345
1720041492,0.07204322,0.14102897,0.2089215,0.57800627
1720041532,0.08065091,0.14554879,0.21150288,0.5622974
1720046943,0.08064149,0.14417192,0.2110854,0.5641012
1720052653,0.05692476,0.1462489,0.20354225,0.59328413
1720053693,0.068622306,0.14507863,0.21116605,0.575133
1720054503,0.04611349,0.1501749,0.21465181,0.5890598
1720056903,0.07371035,0.12932727,0.20187649,0.5950859
1720057352,0.75292456,0.006214783,0.24017338,0.00068732677
1720057912,0.92578214,0.004849981,0.06892066,0.0004472343
1730047972,0.99680686,0.000497355,0.0023921584,0.00030371518
1730059332,0.14603557,0.6091331,0.015094855,0.2297364
1810025102,0.2830843,0.030560104,0.23932911,0.44702646
1810030972,0.08015005,0.14448325,0.21212293,0.56324375
1810042913,0.08105627,0.14420795,0.21220292,0.5625329
1810079153,0.037122488,0.035610735,0.34948194,0.57778484
2110011792,0.7487569,0.25009176,0.00068476377,0.00046664057
2110017972,0.08257973,0.1453029,0.21291232,0.55920506
2110020813,0.115029,0.1488726,0.23855667,0.49754173
2110024562,0.0904443,0.1496036,0.21832629,0.54162586
2110026463,0.13165739,0.16323997,0.251305,0.45379767
2130000053,0.08869226,0.037370287,0.15630394,0.71763355
