lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7
1150000822,0.008679686,0.35420087,0.083884925,0.11824409,0.29725578,0.08238468,0.055350002
1150001092,0.047876567,0.13187778,0.09668741,0.1956238,0.108309165,0.0933213,0.32630408
1150002502,0.013194739,0.1317195,0.043619346,0.049491763,0.0782524,0.04775754,0.63596475
1150002592,0.03026833,0.11137824,0.43003708,0.23907219,0.03874191,0.13147368,0.019028502
1150003802,0.140776,0.3045608,0.03772831,0.11654759,0.05050632,0.01203439,0.33784664
1150004092,0.052006844,0.07175815,0.25938788,0.10360075,0.07819198,0.047033828,0.38802052
1150005262,0.024126478,0.17239457,0.20439723,0.28895786,0.0903097,0.090768434,0.12904575
1150005972,0.10438096,0.1880032,0.17387132,0.39889956,0.017549496,0.06554968,0.05174593
1150007303,0.0441196,0.15030552,0.42293385,0.34025943,0.0031104241,0.010197715,0.029073453
1150007432,0.0003624413,0.060173936,0.045528628,0.8921219,0.0003436533,0.0006437535,0.00082573196
1150008142,0.0013728313,0.046378836,0.011199355,0.033209376,0.011377818,0.018922491,0.87753934
1160000282,0.03808374,0.19279623,0.33874312,0.27123523,0.07506948,0.04392823,0.04014399
1170006442,0.07701191,0.0915084,0.10765206,0.6576675,0.021149045,0.01759534,0.027415615
1170013163,0.0025734343,0.3306346,0.19531223,0.21194044,0.218522,0.00599937,0.03501792
1170013972,0.021674521,0.62502354,0.03457798,0.14692792,0.04807945,0.048513275,0.07520328
1170014783,0.050576366,0.08991271,0.6310496,0.089447886,0.026907356,0.028448304,0.083657786
1220005463,0.0323019,0.29623675,0.19013031,0.38577318,0.022069357,0.021479486,0.05200901
1220013612,0.03425347,0.1113484,0.17313315,0.42084622,0.18313195,0.017612424,0.059674345
1220053053,0.014654379,0.28066984,0.22881022,0.41402456,0.015258672,0.025311835,0.021270532
1220056833,0.02000618,0.23766397,0.34947935,0.29421747,0.03325814,0.030738715,0.034636144
1220056903,0.035511825,0.21446338,0.21103607,0.46116722,0.019562427,0.03001643,0.028242636
1230003032,0.00080821407,0.5932316,0.20237225,0.20065601,0.0005175165,0.0019359951,0.00047839535
1230009732,0.018729627,0.43555355,0.29018208,0.10310509,0.03534829,0.048706446,0.06837485
1240009142,0.017076248,0.1108566,0.5317351,0.0985524,0.017261941,0.15065841,0.073859274
1240018052,0.00015593389,0.32576993,0.6183646,0.051484305,0.0004240615,0.0021942942,0.0016068888
1240019053,0.001668826,0.6173912,0.1370802,0.22332963,0.006596896,0.0011221045,0.012811151
1250034252,0.08113358,0.20983459,0.25693202,0.3636813,0.028806916,0.012174961,0.0474366
1250051122,0.00050292426,0.6695245,0.078122385,0.24806197,0.0016764813,0.0010998672,0.0010119688
1250064892,0.0011223544,0.15531941,0.54230136,0.294686,0.00096375565,0.0002731366,0.0053339857
1270003322,0.15253614,0.35990098,0.059616935,0.09844566,0.120073326,0.010256013,0.19917089
1270024123,0.10769313,0.090037085,0.5311568,0.087760836,0.033423338,0.11044633,0.039482452
1270028303,0.1375342,0.50154203,0.09508698,0.13772,0.02140777,0.07237679,0.034332257
1270040752,0.14516059,0.16353235,0.28907958,0.28146774,0.013849233,0.01693236,0.089978226
1270041163,0.041312635,0.018570445,0.3289735,0.28179348,0.09321594,0.058211282,0.17792265
1270045763,0.01629226,0.14160642,0.084633395,0.28884715,0.082425065,0.13764897,0.24854675
1270054173,0.02776076,0.22153494,0.0662294,0.15211037,0.058685504,0.056614805,0.41706422
1310000402,0.0434292,0.09614509,0.24048333,0.15795381,0.029848345,0.14843701,0.28370318
1310005562,0.0046783993,0.58188623,0.18929785,0.22076374,0.00094077503,0.0003992605,0.0020337258
1320012743,0.018494245,0.55314016,0.21581027,0.16538273,0.004661195,0.026676493,0.015835002
1320015733,0.007971822,0.4951939,0.23796353,0.1929829,0.023299526,0.0156236645,0.026964631
1320015883,0.013498092,0.5339611,0.35752892,0.04553276,0.032947056,0.010621748,0.005910394
1320018042,0.028137024,0.45237902,0.090314366,0.15153533,0.09789447,0.09754998,0.08218979
1320022222,0.015265205,0.18336993,0.068829566,0.48784342,0.015539928,0.18009204,0.049059935
1320023692,0.0024139741,0.06497051,0.45583618,0.21053825,0.05100821,0.102509074,0.1127238
1320023702,0.03786087,0.11989619,0.4137094,0.25595552,0.071593106,0.089183204,0.011801772
1320026362,0.060798515,0.049549606,0.29797658,0.40206304,0.043182854,0.053750627,0.09267868
1320028172,0.047843684,0.2675482,0.31023768,0.13839237,0.0990043,0.07379532,0.06317853
1320029763,0.0233058,0.36286527,0.35645893,0.13644503,0.027401872,0.047674842,0.045848314
1320030072,0.019676393,0.3311026,0.3462886,0.19055259,0.06995188,0.024854582,0.017573407
1320031272,0.05431263,0.61891925,0.19548449,0.03549131,0.00342577,0.03159072,0.06077587
1320031292,0.040143877,0.5942074,0.071427226,0.16329716,0.008807606,0.027848624,0.09426811
1320035402,0.09276068,0.22024551,0.1942928,0.27931023,0.056565277,0.058526836,0.098298654
1320035532,0.085880734,0.085096076,0.28528708,0.25236323,0.054978125,0.1324455,0.10394926
1320036032,0.06877566,0.34074146,0.16842681,0.27273968,0.09245487,0.026620507,0.03024103
1320036142,0.055137534,0.12606308,0.28455043,0.3935154,0.03158221,0.051112853,0.058038507
1320037342,0.029935373,0.36631045,0.31128737,0.18602759,0.0132342,0.058525704,0.034679312
1320038493,0.011004114,0.047439493,0.71597624,0.10800205,0.019544816,0.08010555,0.017927777
1320040872,0.011765155,0.17939399,0.6207965,0.13216044,0.034972712,0.012293435,0.008617738
1330003052,0.0026238093,0.30742556,0.29483345,0.3926709,0.0006817632,0.00073656935,0.0010279405
