lake_id,arc1,arc2,arc3,arc4,arc5
1150000822,0.062924564,0.0697769,0.17391066,0.4912665,0.20212136
1150001092,0.08881115,0.7097412,0.035554215,0.06317691,0.1027165
1150002502,0.37001708,0.051745594,0.13370189,0.13690005,0.30763534
1150002592,0.19558498,0.41510624,0.01302663,0.09745175,0.2788304
1150003802,0.23746955,0.19124867,0.2638899,0.18205473,0.12533712
1150004092,0.07551117,0.1356566,0.14899772,0.08522684,0.5546076
1150005262,0.38874272,0.183911,0.30018234,0.052707303,0.07445659
1150005972,0.13699949,0.18832782,0.35655147,0.160127,0.15799423
1150007303,0.4860959,0.08721886,0.14751723,0.17408472,0.105083264
1150007432,0.06690158,0.19306098,0.28643343,0.23284449,0.22075948
1150008142,0.036394425,0.0263379,0.042770695,0.82594794,0.06854912
1160000282,0.24313422,0.17704245,0.1809512,0.12191968,0.27695248
1170006442,0.09608072,0.08998047,0.11443239,0.23169933,0.46780714
1170013163,0.066609725,0.7392582,0.0676177,0.0647466,0.061767746
1170013972,0.38875088,0.02323575,0.032927312,0.37148693,0.1835992
1170014783,0.025486156,0.5753156,0.08852099,0.24280912,0.06786808
1220005463,0.16069138,0.156491,0.3020066,0.15271315,0.22809789
1220013612,0.24815473,0.029781012,0.024816481,0.56557715,0.1316706
1220053053,0.23909815,0.21113217,0.12090718,0.19844468,0.23041789
1220056833,0.034724355,0.36276218,0.12775856,0.19516046,0.27959442
1220056903,0.14999495,0.20273335,0.2673956,0.21633434,0.16354172
1230003032,0.3981422,0.1967256,0.20135161,0.10812847,0.09565215
1230009732,0.43717653,0.025344895,0.054997776,0.33966434,0.14281638
1240009142,0.36310124,0.19650416,0.21695846,0.08116318,0.14227301
1240018052,0.3477717,0.044537995,0.42346254,0.03989788,0.14432992
1240019053,0.015126556,0.33292383,0.09259289,0.20650056,0.35285616
1250034252,0.23697662,0.041093286,0.27920982,0.3484705,0.09424972
1250051122,0.4258624,0.23086268,0.031151298,0.094634034,0.21748953
1250064892,0.15841982,0.1808648,0.30362168,0.21622744,0.14086623
1270003322,0.4130534,0.28490925,0.16508436,0.11282472,0.024128199
1270024123,0.014966477,0.16593318,0.21166617,0.28551206,0.32192215
1270028303,0.19813582,0.23640312,0.34398335,0.13193418,0.08954352
1270040752,0.023643231,0.029476319,0.33589572,0.45367405,0.15731071
1270041163,0.093345754,0.048403334,0.18814564,0.013867417,0.65623784
1270045763,0.17991248,0.19499692,0.34504223,0.15715893,0.12288936
1270054173,0.15538816,0.43092543,0.105644025,0.17166021,0.13638227
1310000402,0.20199984,0.05853046,0.11790559,0.32082462,0.30073944
1310005562,0.07505249,0.20092599,0.11766871,0.073116295,0.53323656
1320012743,0.16389765,0.21576789,0.029410033,0.26617986,0.32474467
1320015733,0.057487264,0.06859548,0.4233006,0.20080478,0.24981183
1320015883,0.22113737,0.17745952,0.08284795,0.29625395,0.2223012
1320018042,0.44831753,0.2678879,0.05332763,0.11916401,0.11130298
1320022222,0.2873438,0.3713308,0.044479992,0.12191031,0.17493513
1320023692,0.4748779,0.03187305,0.22484401,0.07228087,0.1961241
1320023702,0.38168448,0.2874154,0.107426986,0.115085505,0.108387664
1320026362,0.20223004,0.26616576,0.22129562,0.20809245,0.10221609
1320028172,0.15946908,0.27425513,0.1872463,0.120485865,0.25854364
1320029763,0.06405454,0.09031411,0.1151996,0.029494934,0.70093685
1320030072,0.5337331,0.08008906,0.07814648,0.07707158,0.23095974
1320031272,0.2645779,0.33933347,0.118774,0.0754706,0.20184407
1320031292,0.30288866,0.035453405,0.21285695,0.074665576,0.37413546
1320035402,0.13610446,0.15030152,0.31742674,0.06182008,0.3343472
1320035532,0.097601674,0.3446597,0.18387762,0.130503,0.24335803
1320036032,0.27652058,0.10745246,0.23275615,0.2326774,0.15059343
1320036142,0.14851443,0.13542317,0.18638499,0.27004176,0.25963572
1320037342,0.53854275,0.010279252,0.032962326,0.29065013,0.12756552
1320038493,0.05673223,0.015178878,0.093898,0.6742621,0.1599288
1320040872,0.111422926,0.061737496,0.57520986,0.16662568,0.085004024
1330003052,0.42675295,0.25372088,0.09239405,0.15393153,0.07320067
1330003162,0.10137808,0.068412974,0.26824996,0.53353566,0.028423317
1330006212,0.14209527,0.18246458,0.35044563,0.20380336,0.12119125
1330007723,0.17378016,0.23641652,0.16052505,0.24670923,0.18256904
1330008533,0.034983188,0.25451767,0.098489635,0.42287284,0.18913662
1330008622,0.037888702,0.16443557,0.28032354,0.36774796,0.14960423
1330010923,0.30807415,0.016283419,0.13170792,0.2551098,0.28882474
1330014893,0.20930856,0.19756478,0.28436077,0.089358956,0.21940693
1330015103,0.16924658,0.20554508,0.21492356,0.21775495,0.19252984
1420040083,0.15236606,0.18510489,0.12581909,0.35672975,0.17998017
1420043703,0.29711622,0.25272796,0.30250725,0.106973425,0.040675133
1420045233,0.041980423,0.21735184,0.40520683,0.07179371,0.26366723
1420049113,0.31138775,0.11593047,0.19811608,0.16730928,0.2072564
1430002253,0.124177575,0.23849347,0.20773967,0.15337008,0.27621916
1430002872,0.101720795,0.010226465,0.329438,0.47691214,0.08170262
1430004273,0.13311672,0.06905728,0.038855113,0.41594025,0.3430306
1430004323,0.053729497,0.25972983,0.077370726,0.26219934,0.34697062
1430005083,0.1537511,0.26826495,0.14510196,0.20001873,0.2328633
1440001863,0.22673461,0.19654898,0.17004395,0.19203442,0.21463817
1440005913,0.36162186,0.29098836,0.18107139,0.06864529,0.09767306
1440011113,0.3012542,0.16798966,0.10061133,0.21754697,0.21259777
1450003703,0.14890166,0.22922719,0.1644339,0.28302127,0.17441593
1450007622,0.027391862,0.6476377,0.056227963,0.03109165,0.23765084
1450009233,0.2935977,0.13556297,0.075135484,0.14363948,0.3520644
1450009543,0.28312,0.02759263,0.04654486,0.2577823,0.3849602
1450009923,0.0897806,0.19621545,0.2801296,0.25959688,0.17427745
1450011142,0.10212509,0.036639556,0.4072487,0.10307811,0.35090855
1450012863,0.6497677,0.1321286,0.09708546,0.08928366,0.0317346
