lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8
1150000822,0.09023859,0.012999425,0.046834134,0.15410233,0.21587275,0.17328551,0.2837063,0.022960955
1150001092,0.22298664,0.011036582,0.18325321,0.15001822,0.015763253,0.23275182,0.03421524,0.14997499
1150002502,0.015709639,0.26504794,0.41180417,0.021400558,0.027899109,0.19804649,0.051371552,0.0087206
1150002592,0.044613555,0.011561537,0.51570916,0.05865274,0.040569063,0.020559194,0.17711729,0.13121744
1150003802,0.12194719,0.30276623,0.09419094,0.24791348,0.06508042,0.02746904,0.10328461,0.037348125
1150004092,0.21310978,0.043204516,0.1389242,0.22550385,0.23181549,0.06367037,0.047192466,0.036579277
1150005262,0.2341892,0.0427202,0.1359751,0.14626695,0.053681754,0.13107112,0.20303243,0.053063273
1150005972,0.4979377,0.10446848,0.15154372,0.0709477,0.055571456,0.05295613,0.03399786,0.032576997
1150007303,0.32978424,0.016251475,0.19934377,0.12801725,0.030275606,0.025717907,0.26264706,0.007962717
1150007432,0.115020454,0.0010798209,0.076642744,0.70296866,0.00078555685,0.0003080799,0.10181263,0.0013821338
1150008142,0.46017635,0.21333885,0.0017695678,0.018602533,0.09613548,0.03353823,0.051458173,0.12498076
1160000282,0.15776293,0.0684807,0.20582204,0.26138848,0.04277753,0.046611972,0.18211043,0.03504599
1170006442,0.016880414,0.045382287,0.39840263,0.41071233,0.05429129,0.027283933,0.02656771,0.02047932
1170013163,0.39130124,0.006283873,0.1875462,0.16045374,0.0561665,0.1834034,0.007387651,0.007457372
1170013972,0.1263412,0.06312941,0.023698902,0.57248396,0.035589438,0.0544545,0.10579556,0.018507004
1170014783,0.030536005,0.010070618,0.057348583,0.13501,0.019994674,0.0025368189,0.63667816,0.10782518
1220005463,0.19108231,0.02958265,0.3448172,0.21888214,0.04332994,0.018665895,0.13652241,0.01711745
1220013612,0.1537993,0.06038739,0.09949373,0.24482717,0.19314371,0.019070385,0.22485857,0.004419747
1220053053,0.23510177,0.011331956,0.3057129,0.22537619,0.0123574,0.018282386,0.1667529,0.0250845
1220056833,0.44101456,0.025411561,0.25020325,0.05157481,0.036930073,0.031676352,0.1499651,0.013224265
1220056903,0.18294302,0.028944533,0.23828746,0.2768322,0.03133646,0.03210476,0.1931209,0.016430696
1230003032,0.4166461,0.0009804531,0.3932535,0.07227132,0.0009933738,0.00072374503,0.11367461,0.0014568976
1230009732,0.15471159,0.0119532915,0.08961011,0.3331978,0.015244378,0.07155244,0.2817254,0.042005
1240009142,0.2317543,0.0120467935,0.23125724,0.031923983,0.13371487,0.047042355,0.2769058,0.035354562
1240018052,0.1352472,0.0013366126,0.4820907,0.27575308,0.00012225664,0.003162596,0.09663135,0.0056561152
1240019053,0.14095256,0.0017135105,0.5967141,0.009095385,0.005395362,0.0061618974,0.23815437,0.0018128474
1250034252,0.24785745,0.040725645,0.13756777,0.090942495,0.044667102,0.06213491,0.35988805,0.016216487
1250051122,0.3160343,0.0008171316,0.31940538,0.31286865,0.0010609095,0.0016224897,0.048026044,0.0001651299
1250064892,0.15040898,0.0057903896,0.3628141,0.2994539,0.0002773321,0.00060109375,0.17839666,0.0022576018
1270003322,0.017320324,0.16151409,0.38748172,0.07359806,0.11931293,0.12175593,0.09241852,0.02659844
1270024123,0.4623089,0.021163723,0.12351754,0.08367246,0.031837415,0.23799303,0.023158753,0.016348306
1270028303,0.06933845,0.08660009,0.09929104,0.39369407,0.11717486,0.07266618,0.14892071,0.012314626
1270040752,0.06785438,0.07015953,0.08426581,0.030553924,0.09024384,0.0138479965,0.5754734,0.06760109
1270041163,0.09689348,0.27740598,0.17242406,0.07553433,0.0061155525,0.044244993,0.32098165,0.006400044
1270045763,0.21430013,0.16719688,0.04845263,0.108151495,0.091517985,0.09131252,0.23919822,0.039870173
1270054173,0.058595464,0.033294182,0.41226563,0.1516797,0.098380096,0.1439875,0.027729461,0.07406784
1310000402,0.23876269,0.2026481,0.22243331,0.036901228,0.09997128,0.023717891,0.10696322,0.068602294
1310005562,0.15277131,7.623023e-05,0.81411296,0.004584725,0.0009369582,0.00047743143,0.026661951,0.00037854223
1320012743,0.23111682,0.021612039,0.21223532,0.28346604,0.028319608,0.0051004714,0.21036595,0.0077837496
1320015733,0.29232487,0.014934301,0.13043241,0.41114414,0.003890523,0.014337891,0.10487133,0.028064523
1320015883,0.20243047,0.003001933,0.4167839,0.071717665,0.0016889609,0.012142514,0.25289774,0.039336786
1320018042,0.15684487,0.11020352,0.13598455,0.1973073,0.026056262,0.113604315,0.21972784,0.040271256
1320022222,0.122015186,0.027865428,0.106552854,0.04469423,0.005404888,0.17306739,0.4746709,0.045729227
1320023692,0.0375457,0.045983735,0.5198,0.079614006,0.08412297,0.01863293,0.14973256,0.06456812
1320023702,0.081885636,0.024717292,0.08581504,0.27117267,0.03179204,0.10314301,0.34472406,0.056750312
1320026362,0.11540224,0.018291764,0.16594753,0.39128563,0.039907344,0.004293822,0.12950452,0.13536714
1320028172,0.45770833,0.009123581,0.031605523,0.23133051,0.09065541,0.036607917,0.031109119,0.111859664
1320029763,0.22033797,0.0047381674,0.0019442554,0.4869728,0.015187047,0.011291982,0.17409828,0.085429475
1320030072,0.17433609,0.028061658,0.17410247,0.21288508,0.023061033,0.054865427,0.30824536,0.024442919
1320031272,0.45833388,0.078758694,0.1313287,0.1394881,0.03461026,0.026300248,0.12964374,0.0015363026
1320031292,0.26546943,0.035806037,0.20534267,0.29898733,0.043454994,0.050112274,0.09424817,0.0065790727
1320035402,0.08068214,0.08611317,0.14853998,0.25848153,0.078008026,0.05045564,0.23345506,0.064264424
1320035532,0.16869465,0.09755023,0.15401985,0.1828936,0.14166385,0.099265665,0.13414079,0.021771342
1320036032,0.28556767,0.030647092,0.17655982,0.10624638,0.0808568,0.051236343,0.21908912,0.049796753
1320036142,0.18004656,0.04512783,0.25794622,0.24054894,0.059514314,0.054237876,0.13865983,0.023918476
1320037342,0.33462647,0.102178864,0.22623132,0.056437396,0.023116883,0.007887256,0.24216253,0.007359234
1320038493,0.14033516,0.009541759,0.3173894,0.043499373,0.03240216,0.08539471,0.36846143,0.0029759454
1320040872,0.11317616,0.030480504,0.30493385,0.24204691,0.018606052,0.010306269,0.27005947,0.010390744
1330003052,0.94651353,0.0010711164,0.0433965,0.0021859943,0.0002656837,9.030006e-05,0.0062987413,0.00017813868
1330003162,0.27754503,0.0017037567,0.33486485,0.29622415,0.00027434883,0.0013937149,0.08450457,0.0034895597
1330006212,0.05325674,0.0007392672,0.38281396,0.13737935,0.0025468424,0.0045710034,0.4181018,0.00059106783
1330007723,0.021068927,0.0015497853,0.15602322,0.29913393,0.00015086212,0.00093956065,0.5209837,0.00015002387
1330008533,0.34067637,0.00042992664,0.5914773,0.0186072,0.00030409876,0.0006040514,0.047516808,0.00038424676
1330008622,0.14516824,0.0024396016,0.0261431,0.7329146,0.00080364477,0.0009522113,0.09014583,0.0014328253
1330010923,0.16742928,0.100113854,0.3125687,0.1366943,0.06333642,0.023122868,0.11131657,0.08541797
1330014893,0.16603948,0.02118177,0.26796538,0.1960366,0.058279514,0.040276878,0.18189836,0.06832206
