lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9
1150000822,0.0727836,0.2824753,0.21206836,0.07906039,0.21812476,0.026565881,0.007927747,0.059372786,0.04162123
1150001092,0.21047802,0.11534461,0.23953064,0.034961898,0.06845861,0.029726222,0.18721879,0.07763579,0.03664547
1150002502,0.047370594,0.2081609,0.1725312,0.178389,0.041199267,0.044416003,0.06187146,0.10423025,0.14183141
1150002592,0.10314944,0.103542514,0.09014241,0.18821073,0.035895653,0.047925077,0.16606544,0.11538271,0.14968601
1150003802,0.04399262,0.07846615,0.14542693,0.04721332,0.013669497,0.0995049,0.08310838,0.18669888,0.30191937
1150004092,0.12771858,0.030809077,0.07137129,0.0074671893,0.5578971,0.04343966,0.010199773,0.03991479,0.111182585
1150005262,0.06612967,0.04540814,0.18520918,0.057113133,0.067162804,0.057583988,0.27024505,0.045364723,0.20578334
1150005972,0.05054205,0.068152875,0.15898037,0.09002055,0.03606625,0.07533294,0.12666461,0.30435646,0.08988389
1150007303,0.11713116,0.110062614,0.20705633,0.09477812,0.11491453,0.14268906,0.08576321,0.06839354,0.059211493
1150007432,0.03252177,0.13914081,0.022803418,0.20676939,0.06868254,0.22555582,0.15687431,0.11404785,0.03360405
1150008142,0.12330153,0.18692595,0.040156987,0.1640272,0.08803822,0.22493441,0.09068913,0.032970965,0.04895568
1160000282,0.06593234,0.09365177,0.10098648,0.14852905,0.09737872,0.09697401,0.11744648,0.11623379,0.16286737
1170006442,0.08238116,0.026129246,0.41329533,0.22250962,0.034342643,0.052530773,0.018496824,0.08060811,0.06970629
1170013163,0.091478415,0.045239717,0.028121714,0.051454924,0.032403342,0.34671396,0.24997813,0.043079123,0.1115308
1170013972,0.09400609,0.116518565,0.0654436,0.030659767,0.03971319,0.45847976,0.03793734,0.11812297,0.039118703
1170014783,0.37746564,0.116656676,0.08043899,0.13473539,0.080909684,0.12338755,0.024505721,0.04248902,0.01941142
1220005463,0.18539523,0.0927278,0.113271594,0.112920955,0.09718295,0.06204023,0.15336317,0.10192258,0.08117546
1220013612,0.033000942,0.0487114,0.09687409,0.034124076,0.27472934,0.11747192,0.11083434,0.21857762,0.06567629
