lake_id,arc1,arc2,arc3,arc4
1150000822,0.064182624,0.35317874,0.2943031,0.28833553
1150001092,0.26331088,0.1197772,0.4375196,0.17939237
1150002502,0.11995988,0.3161118,0.43806535,0.12586293
1150002592,0.13371311,0.0700509,0.23618263,0.56005335
1150003802,0.2742002,0.07443775,0.13500331,0.5163587
1150004092,0.13532007,0.22329059,0.5426834,0.09870592
1150005262,0.08384724,0.18233176,0.26012728,0.47369373
1150005972,0.027363865,0.20369217,0.3840432,0.38490072
1150007303,0.02065782,0.05566433,0.4844009,0.43927696
1150007432,0.0024023582,0.003967552,0.553049,0.44058108
1150008142,0.31538913,0.0933392,0.30131096,0.28996074
1160000282,0.09282032,0.07947019,0.28235832,0.54535127
1170006442,0.10810283,0.017677383,0.46772757,0.40649214
1170013163,0.13554715,0.0915777,0.50585914,0.26701608
1170013972,0.062114194,0.09004393,0.57634366,0.2714982
1170014783,0.07994357,0.065750696,0.41991657,0.4343892
1220005463,0.046307243,0.054196153,0.5745151,0.32498145
1220013612,0.19905162,0.04336408,0.47493866,0.28264558
1220053053,0.027410373,0.03746421,0.51373315,0.4213923
1220056833,0.04441239,0.05465033,0.38102975,0.5199075
1220056903,0.037655924,0.06290938,0.5227559,0.37667876
1230003032,0.00029992196,0.0038560568,0.8986803,0.09716374
1230009732,0.107984714,0.01872728,0.74957395,0.12371409
1240009142,0.13201588,0.08207748,0.17674972,0.6091569
1240018052,9.643339e-05,0.0008837099,0.00222447,0.99679536
1240019053,0.0116102975,0.0037551196,0.6589476,0.325687
1250034252,0.11010803,0.033049185,0.6153817,0.2414611
1250051122,0.003013042,0.00035751832,0.03518529,0.96144414
1250064892,0.0023398406,0.0018034133,0.45907968,0.53677714
1270003322,0.028219441,0.3754777,0.1633525,0.4329504
1270024123,0.027394138,0.26655594,0.099036165,0.6070137
1270028303,0.02342266,0.25083402,0.60287946,0.122863956
1270040752,0.12872864,0.096912235,0.34393486,0.4304242
1270041163,0.0800562,0.1989066,0.2467727,0.47426447
1270045763,0.13375142,0.21526138,0.14034688,0.5106403
1270054173,0.27977753,0.030304482,0.3193471,0.3705709
1310000402,0.15288498,0.20103776,0.2518124,0.39426488
