lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8
1150001092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1150002502,1.0471215e-27,5.7822715e-27,0.0,1.0,0.0,1.247171e-39,6.49343e-40,0.0
1150003802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150004092,0.0,0.43311208,0.0,0.5668879,0.0,0.0,4.302392e-28,0.0
1150005262,0.0,4.67e-43,0.0,1.0,0.0,0.0,0.0,0.0
1150005972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150007303,0.0,2.69757e-40,0.0,0.0,0.0,0.0,1.138619e-26,1.0
1150008332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1160000282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1170006442,1.3739598e-20,1.0,0.0,7.231785e-21,0.0,2.9732006e-35,1.4810326e-35,3.4894573e-34
1170013972,2.0630771e-20,1.0,6.8357415e-30,1.148935e-16,1.0185914e-31,2.0870043e-29,0.0,2.051861e-28
1220005463,0.0,0.25,0.0,0.5,0.0,0.0,0.25,4.914e-42
1220053053,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.6666667
1220056903,0.0,0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
1240009142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1240018052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250010552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1250034252,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1250051122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1250064892,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
1270041163,1.8648913e-31,1.0,0.0,1.1595298e-29,0.0,0.0,0.0,8.6928e-41
1270045763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1270054173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1320023702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1320031272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1320031292,3.0955543e-22,3.020183e-20,4.947921e-32,1.0,4.7324792e-26,1.1650315e-30,5.465369e-25,1.1108949e-33
1320035532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
