lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7
1150000822,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150001092,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150002502,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1150002592,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150003802,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1150004092,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150005262,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150005972,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150007303,0.5,0.0,0.0,0.0,0.0,0.0,0.5
1150007432,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1150008142,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1160000282,0.0,0.0,0.0,0.33333334,0.0,0.6666667,0.0
1170006442,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1170013163,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1170013972,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1170014783,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1220005463,0.0,0.0,0.0,0.125,0.0,0.875,0.0
1220013612,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1220053053,0.25,0.0,0.0,0.375,0.0,0.0,0.375
1220056833,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1220056903,0.0,0.0,0.0,0.25,0.0,0.75,0.0
1230003032,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1230009732,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1240009142,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1240018052,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1240019053,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1250034252,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1250051122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1250064892,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1270003322,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1270024123,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1270028303,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1270040752,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1270041163,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1270045763,0.0,0.0,0.0,0.0,0.5,0.5,0.0
