lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9
1150000822,0.017486358,0.06733098,0.06813717,0.30021793,0.021281876,0.05004238,0.04472798,0.07511248,0.35566297
1150001092,0.020098723,0.05726682,0.04821093,0.17978264,0.020636877,0.04947052,0.03746233,0.054887637,0.5321836
1150002502,0.013623519,0.09265616,0.10665051,0.5320718,0.024884386,0.05671353,0.05527312,0.108011715,0.010115256
1150002592,0.019428337,0.056917295,0.055055384,0.22065434,0.020744495,0.045642428,0.03817957,0.05725613,0.48612207
1150003802,0.031841103,0.031163238,0.021104293,0.011492529,0.025036938,0.03613329,0.033584163,0.03575788,0.7738867
1150004092,0.012989982,0.0913272,0.10055715,0.49745166,0.023264356,0.05865951,0.054547157,0.10507474,0.056128148
1150005262,0.021252759,0.030732326,0.028736796,0.040697902,0.014038598,0.036436398,0.019934889,0.018103112,0.7900672
1150005972,0.017439757,0.068934955,0.073209114,0.33053657,0.021985928,0.049544677,0.046292793,0.07792373,0.3141324
1150007303,0.034546256,0.014675059,0.022897113,0.012811026,0.028923325,0.025627615,0.026310798,0.018996911,0.8152119
1150008142,0.015487393,0.078976326,0.080291055,0.37522376,0.022334825,0.05576984,0.048951715,0.08760667,0.23535843
1160000282,0.02746723,0.07150278,0.072638415,0.3289032,0.035914846,0.050634027,0.042534143,0.071298085,0.29910737
1170006442,0.012249697,0.10533884,0.11979164,0.5753965,0.0406277,0.07388691,0.0058070463,0.050725825,0.01617589
1170013163,0.010979379,0.07368475,0.1156607,0.5772909,0.023895074,0.038143314,0.048943277,0.10352543,0.007877172
1170013972,0.029278446,0.037812985,0.02858308,0.059273876,0.026114011,0.034860104,0.029125333,0.030793168,0.72415906
1170014783,0.028531171,0.039082266,0.04494345,0.1587435,0.026259199,0.03433978,0.03276679,0.04925927,0.58607453
1220005463,0.03343133,0.042707868,0.050393555,0.16910186,0.027004633,0.027350338,0.04551729,0.061961204,0.5425319
1220013612,0.01985768,0.066395745,0.054930437,0.22153911,0.021670656,0.052341264,0.04237207,0.06748343,0.4534097
1220053053,0.03313659,0.071645506,0.064228386,0.25480068,0.036172073,0.046210863,0.034995936,0.05877128,0.4000387
1220056833,0.024578936,0.05052033,0.027638549,0.061960623,0.021031132,0.047766183,0.037299477,0.044594906,0.68460983
1220056903,0.02817231,0.075683184,0.063972205,0.2883133,0.03516282,0.056026652,0.04617545,0.07676833,0.32972574
1230003032,0.064087294,0.4182098,0.010720928,0.0003910591,0.006408649,0.00021558384,0.4991687,0.00013578398,0.00066223164
1230009732,0.031876903,0.03030897,0.019386783,0.013483371,0.02320585,0.029775675,0.032962073,0.035288047,0.7837123
1240009142,0.022676704,0.05227007,0.0393715,0.13169041,0.0221387,0.046128538,0.036354534,0.04916251,0.6002069
1240018052,0.010349133,0.1876376,0.08970291,0.5070236,0.028470712,0.003958503,0.16293956,0.0013466894,0.008571299
1240019053,0.042268768,0.12019834,0.025534455,0.031966846,0.052603316,0.063328005,0.055782765,0.008059267,0.60025823
1250034252,0.023439884,0.05127369,0.037304964,0.11568171,0.021609629,0.047189675,0.03725448,0.049931318,0.61631465
1250051122,0.014457556,0.15606348,0.06742779,0.27975154,0.028848078,0.12144786,0.063221626,0.08782309,0.18095903
1250064892,0.00013679141,0.44563448,4.1847372e-05,5.3984204e-05,0.015938215,3.285468e-05,0.5375093,2.269016e-05,0.0006298901
1270003322,0.0130677,0.09446078,0.101629,0.50256956,0.024023373,0.05980083,0.055654503,0.10539847,0.043395657
1270024123,0.012376459,0.09928987,0.102581106,0.5158597,0.024572238,0.06155589,0.05486508,0.10556059,0.023339069
1270028303,0.026592223,0.0513568,0.037248123,0.108106755,0.02295497,0.045374688,0.03479766,0.040680096,0.63288873
1270040752,0.02010984,0.0584787,0.050953265,0.19854529,0.020481465,0.048608623,0.039607134,0.05940611,0.5038095
1270041163,0.0274681,0.045140896,0.031573717,0.08165681,0.023534482,0.04272826,0.03540136,0.043784145,0.6687121
1270045763,0.014114102,0.09042142,0.09637704,0.47144297,0.02562273,0.058466703,0.05206729,0.09852588,0.092961825
1270054173,0.028537173,0.04566113,0.023522252,0.026217276,0.024281112,0.0451524,0.036616955,0.039145444,0.73086625
1310000402,0.027401851,0.052353468,0.022765823,0.1560768,0.026302416,0.04382249,0.03485702,0.04486254,0.5915576
1310005562,0.043622375,0.20929721,0.004824451,0.02417056,0.058143765,0.16199867,0.05339308,0.08326117,0.3612887
1320012743,0.011815081,0.09160042,0.10169679,0.5076501,0.029079288,0.058694836,0.05447915,0.10763478,0.03734956
1320015733,0.021510094,0.044701576,0.044097662,0.15515131,0.026161414,0.040069498,0.03773789,0.055498406,0.5750722
1320015883,0.032373555,0.0051450185,0.028046425,0.03676056,0.029531708,0.026282106,0.020342123,0.019829217,0.8016893
1320018042,0.027359994,0.042700272,0.02186225,0.023209585,0.022063345,0.04350808,0.03481044,0.03928092,0.7452052
1320022222,0.013769797,0.09340063,0.10548281,0.5261114,0.025508564,0.056676615,0.055070862,0.107688285,0.016291074
1320023692,0.035204865,0.0082518235,0.030098377,0.03795144,0.023775656,0.008044486,0.02747383,0.026581308,0.80261827
1320023702,0.021872126,0.066836685,0.07133048,0.31756893,0.025357872,0.04616233,0.04639193,0.07712277,0.32735685
