lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9
1150000822,0.06329073,0.15660119,0.34654498,0.045875307,0.018184084,0.026315993,0.2395364,0.066151224,0.037500124
1150001092,0.17366737,0.1918783,0.21262076,0.03395665,0.017696561,0.08206442,0.0052160867,0.13430041,0.1485994
1150002502,0.027957186,0.0690479,0.06089012,0.23120785,0.14264718,0.086038925,0.022397125,0.16071482,0.19909887
1150002592,0.010049115,0.48070934,0.16921262,0.016546723,0.033065632,0.025901502,0.08827808,0.07657277,0.09966413
1150003802,0.05730352,0.17727916,0.27757624,0.03941831,0.05027518,0.046235636,0.11277829,0.13389705,0.10523658
1150004092,0.12082816,0.084481694,0.021300869,0.04783864,0.0337697,0.08565922,0.028263526,0.10751886,0.47033933
1150005262,0.008405666,0.30426356,0.20072345,0.0077382084,0.112761565,0.1283354,0.047210805,0.076319516,0.11424176
1150005972,0.0102060065,0.21070468,0.04780675,0.012801979,0.434138,0.015816787,0.14082214,0.050906904,0.076796696
1150007303,0.010810621,0.10039097,0.18778516,0.01592635,0.32205725,0.00546951,0.020946663,0.02617947,0.31043407
1150008142,0.059981156,0.015960226,0.05604277,0.15376948,0.013223812,0.08158421,0.06550358,0.14384629,0.4100885
1160000282,0.024327476,0.2114434,0.22350971,0.056892913,0.19584528,0.012741456,0.034723584,0.07039955,0.17011666
1170006442,0.057074293,0.07087791,0.1600102,0.020302687,0.2908009,0.013563611,0.02029509,0.03623225,0.330843
1170013163,0.04853552,0.066573344,0.36104044,0.03351379,0.0064354497,0.0343477,0.04256397,0.08971814,0.31727156
1170013972,0.031906653,0.6210646,0.034613676,0.027586322,0.059866,0.049378846,0.020039406,0.037922118,0.11762239
1170014783,0.013922569,0.2555805,0.43678278,0.010279354,0.1488284,0.03699404,0.031295907,0.058234856,0.008081545
1220005463,0.01879697,0.2629915,0.24914907,0.016381009,0.22055593,0.029133843,0.022145387,0.02267651,0.15816976
1220013612,0.05637669,0.25666684,0.13097306,0.02347132,0.3011033,0.028502626,0.1322174,0.039752003,0.030936815
1220053053,0.02149992,0.22065847,0.3983217,0.018666096,0.12581842,0.0115281865,0.01271222,0.009798857,0.18099615
1220056833,0.012081365,0.19256562,0.4227359,0.011454113,0.08300059,0.009099453,0.013211111,0.053557217,0.20229469
1220056903,0.021765605,0.18923685,0.25862622,0.016101811,0.24650067,0.03952647,0.015911944,0.016067592,0.19626284
1230003032,0.002895972,0.24430555,0.3083377,0.0033801587,0.35370976,0.0023713908,0.00049304613,0.00046062,0.08404586
1230009732,0.011921443,0.053703688,0.15861839,0.018784948,0.41462848,0.019521076,0.05073194,0.040838677,0.23125134
1240009142,0.005807401,0.18892942,0.29440627,0.0038810663,0.09560037,0.20823875,0.008102137,0.0085879015,0.18644676
1240018052,0.0019446809,0.18541749,0.66251796,0.0016396716,0.0493433,0.0003205619,0.0040775053,0.0007106868,0.094028175
1240019053,0.00035243886,0.6876703,0.17185794,0.021342594,0.070030406,0.000354753,0.00027136403,0.0014992356,0.04662091
1250034252,0.069167756,0.43605483,0.31453294,0.011769371,0.0603844,0.055716984,0.025034964,0.0062208897,0.02111795
1250051122,0.0010984312,0.69867533,0.08589568,0.0015047919,0.11589599,0.003096966,0.0007561332,0.003494566,0.08958214
1250064892,0.00059639575,0.26755652,0.1427267,0.0022947167,0.31207165,0.005224141,0.0002981936,0.0041424944,0.26508924
1270003322,0.010536553,0.27211326,0.06322699,0.021402484,0.007939623,0.008203136,0.35189804,0.022963284,0.24171674
1270024123,0.01644548,0.24337728,0.14515719,0.0055941846,0.03262952,0.021171693,0.24296528,0.013575886,0.2790835
